timestamp,open,high,low,close,volume
2025-02-28 16:00:00,83992.78,84921.99,83474.34,84354.83,1453.02881705
2025-02-28 17:00:00,84354.85,84410.76,83547.92,83592.08,914.53990994
2025-02-28 18:00:00,83592.07,85116.19,83172.86,84423.64,1392.08400822
2025-02-28 19:00:00,84411.45,84786.18,84181.64,84403.17,750.23039915
2025-02-28 20:00:00,84403.17,84780.68,83556.96,84155.16,1244.08454232
2025-02-28 21:00:00,84155.14,84569.76,83950.77,84192.75,594.30302301
2025-02-28 22:00:00,84193.05,84425.0,83827.84,84100.11,287.1634355
2025-02-28 23:00:00,84100.11,84500.0,83958.0,84297.73,157.05882158
2025-03-01 00:00:00,84297.74,84574.12,83772.54,83811.74,180.00406755
2025-03-01 01:00:00,83811.74,84806.72,83787.68,84600.01,246.52643548
2025-03-01 02:00:00,84604.58,85632.37,84304.51,85195.71,479.1130517
2025-03-01 03:00:00,85204.07,85476.47,84913.96,85302.99,284.7192762
2025-03-01 04:00:00,85294.47,86534.96,85279.8,86154.16,486.03125864
2025-03-01 05:00:00,86154.16,86250.0,85537.54,85562.68,248.8612363
2025-03-01 06:00:00,85568.32,85637.78,84807.88,85029.06,275.0709185
2025-03-01 07:00:00,85029.06,85029.06,84688.53,84691.34,914.90739347
2025-03-01 08:00:00,84694.22,85309.04,84694.22,85279.43,146.4345737
2025-03-01 09:00:00,85279.43,85482.79,85090.6,85353.75,156.46533383
2025-03-01 10:00:00,85353.75,85414.43,84767.34,84864.95,160.62877187
2025-03-01 11:00:00,84864.94,84937.8,84342.25,84601.34,213.48782712
2025-03-01 12:00:00,84602.57,84909.77,84433.81,84730.34,108.60704079
2025-03-01 13:00:00,84730.34,84916.95,84300.41,84494.95,153.17428568
2025-03-01 14:00:00,84494.95,84821.93,84371.24,84675.17,148.52093086
2025-03-01 15:00:00,84671.94,84849.99,84500.63,84750.05,315.13681609
2025-03-01 16:00:00,84750.06,85239.62,84654.45,85225.42,404.11781092
2025-03-01 17:00:00,85225.41,85332.92,84910.8,85164.06,336.9520733
2025-03-01 18:00:00,85164.05,85297.98,85023.68,85269.34,252.97051903
2025-03-01 19:00:00,85270.24,85519.6,85153.04,85438.94,356.1445873
2025-03-01 20:00:00,85441.88,85545.3,85282.58,85501.54,185.5521064
2025-03-01 21:00:00,85501.53,86119.42,85248.2,86039.19,224.05209422
2025-03-01 22:00:00,86044.35,86235.93,85633.58,86077.86,401.98453493
2025-03-01 23:00:00,86077.86,86164.07,85623.08,86018.76,173.08118232
2025-03-02 00:00:00,86018.82,86272.61,85761.18,85978.47,172.68227648
2025-03-02 01:00:00,85978.48,86324.63,85950.0,86317.13,169.89217084
2025-03-02 02:00:00,86317.13,86465.0,85573.46,85733.16,191.89752467
2025-03-02 03:00:00,85735.87,86170.23,85719.41,85817.52,122.13363994
2025-03-02 04:00:00,85819.52,85839.17,85485.09,85699.79,116.53767275
2025-03-02 05:00:00,85699.79,86000.0,85620.0,85905.36,57.98912387
2025-03-02 06:00:00,85906.04,86500.0,85866.98,86217.66,119.59229279
2025-03-02 07:00:00,86217.66,86305.56,86025.5,86189.19,69.83386747
2025-03-02 08:00:00,86189.19,86218.29,85668.33,85708.59,142.65151405
2025-03-02 09:00:00,85708.69,86088.64,85615.0,85862.49,77.58206273
2025-03-02 10:00:00,85862.49,85971.95,85757.13,85964.77,58.23518
2025-03-02 11:00:00,85960.12,86199.98,85914.58,86061.79,62.78569144
2025-03-02 12:00:00,86061.79,86073.39,85701.23,85958.29,64.98777724
2025-03-02 13:00:00,85958.34,85959.9,85441.78,85671.67,114.17297015
2025-03-02 14:00:00,85671.0,85871.58,85003.35,85074.57,364.46555128
2025-03-02 15:00:00,85074.79,88677.0,85017.65,87414.26,2685.81544118
2025-03-02 16:00:00,87418.32,91982.55,87311.68,91230.3,4757.92410551
2025-03-02 17:00:00,91243.55,95128.88,90658.73,94120.0,2828.03251541
2025-03-02 18:00:00,94120.0,94450.0,92292.35,92785.19,1308.77398989
2025-03-02 19:00:00,92785.32,93766.0,92592.27,93521.62,798.12386309
2025-03-02 20:00:00,93518.92,94470.0,93500.0,94350.87,642.00776051
2025-03-02 21:00:00,94353.29,94450.0,93655.93,94282.09,587.56682976
2025-03-02 22:00:00,94276.8,94750.0,93892.03,94230.48,396.75609005
2025-03-02 23:00:00,94230.4,94850.0,93829.27,94265.48,840.78981886
2025-03-03 00:00:00,94265.47,94415.61,93259.79,93281.69,681.47436161
2025-03-03 01:00:00,93281.69,93381.89,92626.18,93056.43,589.60436455
2025-03-03 02:00:00,93056.43,93440.82,92409.63,93282.27,455.53828445
2025-03-03 03:00:00,93282.27,93407.41,92427.26,92672.93,365.17587072
2025-03-03 04:00:00,92673.19,92929.01,92550.01,92836.04,286.80748208
2025-03-03 05:00:00,92836.1,93321.57,92797.8,93309.21,309.29618521
2025-03-03 06:00:00,93315.56,93315.56,91288.0,91608.09,469.34131293
2025-03-03 07:00:00,91608.09,92539.36,91141.44,92338.19,590.55089836
2025-03-03 08:00:00,92338.81,92373.51,91107.71,91448.22,325.19015659
2025-03-03 09:00:00,91446.55,92025.99,91150.0,91795.58,475.84571009
2025-03-03 10:00:00,91795.57,92546.25,91500.01,92523.46,291.07618583
2025-03-03 11:00:00,92509.46,92876.4,92378.13,92709.31,417.47592674
2025-03-03 12:00:00,92705.0,93221.98,92618.7,92987.95,533.6978033
2025-03-03 13:00:00,92987.96,93665.57,92838.56,93562.64,467.77996838
2025-03-03 14:00:00,93561.11,93714.52,89100.0,89188.42,2710.16038533
2025-03-03 15:00:00,89194.72,91254.32,89038.66,89962.96,2585.09968851
2025-03-03 16:00:00,89962.93,90677.37,89535.6,90083.33,899.23611285
2025-03-03 17:00:00,90082.99,90939.45,89824.82,90235.37,608.34630969
2025-03-03 18:00:00,90245.75,90392.06,86702.48,87076.42,2832.56662568
2025-03-03 19:00:00,87067.61,87680.99,85450.0,85510.54,2208.99579452
2025-03-03 20:00:00,85517.19,86336.47,85085.0,85989.99,2288.74736552
2025-03-03 21:00:00,85989.99,86500.0,85007.01,85314.68,884.4411552
2025-03-03 22:00:00,85314.68,86977.35,85239.86,86579.45,604.73050247
2025-03-03 23:00:00,86579.44,86746.6,85927.3,86161.1,810.49223553
2025-03-04 00:00:00,86161.09,86726.4,85805.91,85971.7,662.48969968
2025-03-04 01:00:00,85971.38,86136.12,82578.61,83317.66,2082.92553147
2025-03-04 02:00:00,83325.75,84350.14,82405.43,83850.73,1467.18899886
2025-03-04 03:00:00,83862.15,84395.98,83566.0,83929.9,573.20988901
2025-03-04 04:00:00,83939.82,84000.63,83274.79,83357.02,450.89179824
2025-03-04 05:00:00,83374.25,84500.0,83304.6,84220.09,412.73099493
2025-03-04 06:00:00,84215.53,84355.1,83530.7,83807.88,295.70847902
2025-03-04 07:00:00,83807.88,83960.64,83086.76,83133.92,325.29105167
2025-03-04 08:00:00,83133.92,83892.62,82982.17,83847.51,523.98344537
2025-03-04 09:00:00,83850.01,84145.84,83582.87,83695.27,291.63095067
2025-03-04 10:00:00,83699.22,84007.98,83450.0,83918.13,273.11018862
2025-03-04 11:00:00,83906.94,84329.99,83650.0,83891.42,252.18931102
2025-03-04 12:00:00,83891.75,83933.42,83228.76,83720.5,595.75507411
2025-03-04 13:00:00,83718.76,83720.5,82252.25,82751.94,957.15630665
