timestamp,open,high,low,close,volume
2024-12-31 16:00:00,95284.8,95454.98,94450.69,94688.11,758.97916361
2024-12-31 17:00:00,94687.97,94872.23,93040.41,93962.65,882.08710959
2024-12-31 18:00:00,93962.65,94250.0,93636.34,93752.06,474.63020709
2024-12-31 19:00:00,93750.8,94162.73,93556.04,94022.1,437.07748133
2024-12-31 20:00:00,94022.1,94074.24,93264.0,93390.22,975.02266396
2024-12-31 21:00:00,93390.21,93789.19,93312.42,93711.16,454.90498412
2024-12-31 22:00:00,93711.33,93716.59,93205.0,93308.4,245.54385904
2024-12-31 23:00:00,93308.4,93589.34,93205.0,93354.22,444.47056843
2025-01-01 00:00:00,93347.59,94321.25,93281.63,94209.02,337.5816636
2025-01-01 01:00:00,94207.31,94224.3,93393.06,93423.47,198.57917976
2025-01-01 02:00:00,93423.48,93894.04,93400.0,93882.09,154.76878758
2025-01-01 03:00:00,93885.0,93885.0,93524.35,93635.54,127.39107501
2025-01-01 04:00:00,93635.54,93637.33,93305.54,93358.58,257.39498048
2025-01-01 05:00:00,93358.33,93708.79,93323.88,93572.8,146.99029101
2025-01-01 06:00:00,93575.72,93575.73,93354.99,93551.21,138.09883485
2025-01-01 07:00:00,93551.2,93600.0,93445.59,93478.85,89.10082876
2025-01-01 08:00:00,93478.85,93564.06,93106.4,93247.38,106.16795861
2025-01-01 09:00:00,93246.36,93317.84,92743.63,93220.42,206.09784746
2025-01-01 10:00:00,93222.48,93337.08,93078.18,93124.74,240.44900347
2025-01-01 11:00:00,93124.75,93498.46,92956.1,93250.79,261.36495835
2025-01-01 12:00:00,93250.79,93762.6,93172.42,93614.93,264.43976808
2025-01-01 13:00:00,93614.94,93857.14,93368.07,93821.32,435.55078244
2025-01-01 14:00:00,93821.33,94239.35,93466.91,93975.58,512.82965468
2025-01-01 15:00:00,93975.56,94289.0,93695.99,94225.28,394.80186278
2025-01-01 16:00:00,94212.75,94281.87,93640.87,93877.71,640.32720438
2025-01-01 17:00:00,93877.7,93971.7,93521.72,93924.22,695.34042973
2025-01-01 18:00:00,93922.41,94171.91,93682.21,94123.99,349.74446061
2025-01-01 19:00:00,94119.22,94638.63,93919.14,94434.89,245.30752747
2025-01-01 20:00:00,94427.86,94673.88,94400.97,94597.57,276.20284489
2025-01-01 21:00:00,94591.04,94960.91,94500.34,94776.87,252.94125632
2025-01-01 22:00:00,94775.01,94802.51,94483.3,94595.96,220.07029729
2025-01-01 23:00:00,94595.97,94751.0,94316.57,94383.59,320.19698435
2025-01-02 00:00:00,94383.59,95178.57,94177.0,94922.02,417.66751759
2025-01-02 01:00:00,94922.02,95338.18,94525.89,94676.65,372.58838794
2025-01-02 02:00:00,94676.65,95054.29,94606.46,95051.34,197.16489668
2025-01-02 03:00:00,95051.35,95107.39,94726.3,94827.25,122.12781607
2025-01-02 04:00:00,94832.39,95832.21,94803.6,95532.47,333.50552624
2025-01-02 05:00:00,95524.62,95625.11,95208.57,95415.55,196.67335315
2025-01-02 06:00:00,95415.29,95524.07,95184.81,95428.76,122.62590726
2025-01-02 07:00:00,95437.35,95758.91,95359.0,95691.24,152.22147704
2025-01-02 08:00:00,95692.21,96071.15,95491.36,95999.88,263.17137937
2025-01-02 09:00:00,95999.87,96669.06,95895.38,96628.99,274.72209148
2025-01-02 10:00:00,96621.65,96679.99,96429.68,96607.44,243.78752049
2025-01-02 11:00:00,96607.43,96774.06,96368.56,96631.02,297.22756377
2025-01-02 12:00:00,96631.02,96794.56,96503.17,96754.56,268.15195298
2025-01-02 13:00:00,96754.55,96867.17,96329.16,96358.68,384.84293662
2025-01-02 14:00:00,96358.67,97295.0,95849.42,97183.21,1383.93692014
2025-01-02 15:00:00,97175.11,97254.13,96014.86,96362.35,860.20692775
2025-01-02 16:00:00,96362.35,97583.0,95914.36,97167.0,1126.03971295
