timestamp,average_dormancy,sa_average_dormancy
2024-10-08,77.77596166,3.94e-06
2024-10-09,14.01194674,7.1e-07
2024-10-10,13.48159684,6.8e-07
2024-10-11,46.12115389,2.33e-06
2024-10-12,19.12113937,9.7e-07
2024-10-13,17.64483393,8.9e-07
2024-10-14,16.5465819,8.4e-07
2024-10-15,31.63310145,1.6e-06
2024-10-16,11.91789438,6e-07
2024-10-17,17.50403316,8.9e-07
2024-10-18,18.69514447,9.5e-07
2024-10-19,28.63089895,1.45e-06
2024-10-20,51.54420426,2.61e-06
2024-10-21,39.79151891,2.01e-06
2024-10-22,11.4487165,5.8e-07
2024-10-23,14.92850967,7.6e-07
2024-10-24,10.59593681,5.4e-07
2024-10-25,16.84781127,8.5e-07
2024-10-26,13.12058278,6.6e-07
2024-10-27,14.60301574,7.4e-07
2024-10-28,13.82092344,7e-07
2024-10-29,17.38073914,8.8e-07
2024-10-30,12.39699224,6.3e-07
2024-10-31,12.61858059,6.4e-07
2024-11-01,17.11663137,8.7e-07
2024-11-02,22.07269509,1.12e-06
2024-11-03,14.7914756,7.5e-07
2024-11-04,16.28085517,8.2e-07
2024-11-05,15.15198896,7.7e-07
2024-11-06,47.2008957,2.39e-06
2024-11-07,14.72810296,7.4e-07
2024-11-08,20.68111269,1.05e-06
2024-11-09,8.87298237,4.5e-07
2024-11-10,16.28276255,8.2e-07
2024-11-11,23.35723655,1.18e-06
2024-11-12,25.57432877,1.29e-06
2024-11-13,29.15225506,1.47e-06
2024-11-14,51.91630557,2.62e-06
2024-11-15,50.58101568,2.56e-06
2024-11-16,19.51240465,9.9e-07
2024-11-17,20.52231981,1.04e-06
2024-11-18,18.60476963,9.4e-07
2024-11-19,38.87598294,1.96e-06
2024-11-20,32.65917852,1.65e-06
2024-11-21,36.51899065,1.85e-06
2024-11-22,34.81506208,1.76e-06
2024-11-23,26.09609685,1.32e-06
2024-11-24,19.85887156,1e-06
2024-11-25,26.55529913,1.34e-06
2024-11-26,41.91893448,2.12e-06
2024-11-27,39.05041805,1.97e-06
2024-11-28,45.31591541,2.29e-06
2024-11-29,19.29920303,9.8e-07
2024-11-30,14.38200934,7.3e-07
2024-12-01,17.85010912,9e-07
2024-12-02,33.12623444,1.67e-06
2024-12-03,49.61832971,2.51e-06
2024-12-04,20.10483877,1.02e-06
2024-12-05,41.542707,2.1e-06
2024-12-06,44.37033547,2.24e-06
2024-12-07,19.25788933,9.7e-07
2024-12-08,20.47342734,1.03e-06
2024-12-09,46.94384968,2.37e-06
2024-12-10,17.49508445,8.8e-07
2024-12-11,38.56523316,1.95e-06
2024-12-12,15.57896825,7.9e-07
2024-12-13,25.83183789,1.3e-06
2024-12-14,21.67726243,1.1e-06
2024-12-15,24.80224557,1.25e-06
2024-12-16,30.92557632,1.56e-06
2024-12-17,33.19017627,1.68e-06
2024-12-18,37.51232787,1.89e-06
2024-12-19,50.91549419,2.57e-06
2024-12-20,35.81690292,1.81e-06
2024-12-21,13.57187668,6.9e-07
2024-12-22,28.1748484,1.42e-06
2024-12-23,45.05749977,2.28e-06
2024-12-24,66.9127447,3.38e-06
2024-12-25,12.28998926,6.2e-07
2024-12-26,21.04033997,1.06e-06
2024-12-27,43.22878437,2.18e-06
2024-12-28,20.57356552,1.04e-06
2024-12-29,43.8975636,2.22e-06
2024-12-30,44.12170031,2.23e-06
2024-12-31,43.86617646,2.22e-06
