timestamp,open,high,low,close,volume,netflow_total,exchange_whale_ratio,funding_rates,average_dormancy,sa_average_dormancy
2023-12-01 00:00:00,37732.2700000000,37750.5400000000,37618.2500000000,37688.3300000000,338.1926985100,132.3385976400,0.7370419500,0.0100000000,8.1495249800,0.0000004200
2023-12-01 01:00:00,37688.3300000000,37971.0200000000,37645.0800000000,37951.6400000000,357.3760858800,-375.6077266100,0.4040231700,0.0100000000,8.1495249800,0.0000004200
2023-12-01 02:00:00,37952.8000000000,38092.7900000000,37871.4000000000,37999.8600000000,291.6851543800,-196.7297006100,0.7742325700,0.0100000000,8.1495249800,0.0000004200
2023-12-01 03:00:00,37999.8700000000,38077.9400000000,37953.3000000000,38056.1600000000,371.7045398300,226.2672914100,0.9024219400,0.0100000000,8.1495249800,0.0000004200
2023-12-01 04:00:00,38056.1700000000,38255.4900000000,38030.7200000000,38191.4000000000,618.7621453800,308.0220293000,0.8727612800,0.0100000000,8.1495249800,0.0000004200
2023-12-01 05:00:00,38191.7800000000,38217.7700000000,38109.0500000000,38132.1200000000,290.4505638000,-28.6082493900,0.9147354000,0.0100000000,8.1495249800,0.0000004200
2023-12-01 06:00:00,38132.8900000000,38237.3100000000,38088.0000000000,38224.5300000000,268.1901046500,334.1937622200,0.8978703000,0.0100000000,8.1495249800,0.0000004200
2023-12-01 07:00:00,38225.3000000000,38364.9100000000,38210.2900000000,38254.8700000000,497.2959657500,-1959.6588736200,0.7663196100,0.0100000000,8.1495249800,0.0000004200
2023-12-01 08:00:00,38255.1500000000,38377.6800000000,38227.9600000000,38329.4200000000,595.8006773800,842.6238063300,0.8994139100,0.0100000000,8.1495249800,0.0000004200
2023-12-01 09:00:00,38329.4200000000,38728.7300000000,38329.4200000000,38723.7600000000,1218.7477088200,-1196.1355647700,0.8168326700,0.0100000000,8.1495249800,0.0000004200
2023-12-01 10:00:00,38724.2500000000,38846.0900000000,38542.0000000000,38542.0000000000,549.5303854500,-1148.8208214900,0.8139036500,0.0100000000,8.1495249800,0.0000004200
2023-12-01 11:00:00,38547.3400000000,38672.9700000000,38516.9000000000,38588.4100000000,374.4040162700,-473.6129947600,0.5842683700,0.0100000000,8.1495249800,0.0000004200
2023-12-01 12:00:00,38588.4200000000,38643.9700000000,38305.6900000000,38370.1100000000,575.7382124000,458.6656418500,0.9437938200,0.0100000000,8.1495249800,0.0000004200
2023-12-01 13:00:00,38367.6800000000,38449.7300000000,38303.2300000000,38377.5100000000,407.6722047700,1131.1380050300,0.7644668300,0.0100000000,8.1495249800,0.0000004200
2023-12-01 14:00:00,38376.6300000000,38424.0000000000,38218.3000000000,38331.6300000000,828.8849439600,435.3398339600,0.7686677100,0.0100000000,8.1495249800,0.0000004200
2023-12-01 15:00:00,38335.2200000000,38465.2500000000,38295.8000000000,38427.7000000000,1259.8839512300,-399.3316423900,0.7557266500,0.0100000000,8.1495249800,0.0000004200
2023-12-01 16:00:00,38427.5200000000,39000.0000000000,38405.8600000000,38828.6400000000,2386.5943794600,-324.4970071900,0.9202169700,0.0100000000,8.1495249800,0.0000004200
2023-12-01 17:00:00,38822.9300000000,38920.3700000000,38711.4200000000,38813.2300000000,1242.9094210700,-215.6266815900,0.7133677500,0.0100000000,8.1495249800,0.0000004200
2023-12-01 18:00:00,38813.2300000000,38937.6600000000,38716.3700000000,38720.4800000000,992.2263465900,-108.9604461900,0.7797103800,0.0100000000,8.1495249800,0.0000004200
2023-12-01 19:00:00,38720.6600000000,38798.0000000000,38630.7800000000,38771.6000000000,817.7429795300,-335.6630586400,0.7656471400,0.0100000000,8.1495249800,0.0000004200
2023-12-01 20:00:00,38771.6000000000,38886.5100000000,38718.3800000000,38764.6900000000,739.5563816500,388.7428708700,0.7826152400,0.0100000000,8.1495249800,0.0000004200
2023-12-01 21:00:00,38764.7700000000,38926.8700000000,38764.4500000000,38794.5100000000,557.6802619900,-225.1986978200,0.4804755800,0.0100000000,8.1495249800,0.0000004200
2023-12-01 22:00:00,38794.5100000000,38873.5100000000,38712.5100000000,38726.9000000000,484.4796683000,-326.4980424000,0.4161817900,0.0100000000,8.1495249800,0.0000004200
2023-12-01 23:00:00,38726.8400000000,38760.3500000000,38669.0100000000,38703.5400000000,330.3931810100,248.1081247200,0.7017194000,0.0099991700,8.1495249800,0.0000004200
2023-12-02 00:00:00,38706.5500000000,38754.9900000000,38660.0300000000,38737.6500000000,275.0807321100,-437.5064683100,0.7209281900,0.0072041700,6.3174495200,0.0000003200
2023-12-02 01:00:00,38737.6600000000,38818.1400000000,38711.5500000000,38772.7800000000,177.2254932100,-24.3238836700,0.8411639200,0.0037672700,6.3174495200,0.0000003200
2023-12-02 02:00:00,38772.7500000000,38795.0800000000,38682.2900000000,38742.0100000000,137.7194947600,-267.5413725300,0.6336015500,0.0017886700,6.3174495200,0.0000003200
2023-12-02 03:00:00,38743.7100000000,38806.1600000000,38737.7400000000,38805.5400000000,160.0730330100,-296.4511986500,0.5205389200,0.0002943300,6.3174495200,0.0000003200
2023-12-02 04:00:00,38805.2800000000,38840.8300000000,38735.7400000000,38837.6700000000,141.6245244700,405.6389555100,0.7459788000,0.0006497700,6.3174495200,0.0000003200
2023-12-02 05:00:00,38836.3800000000,38838.0000000000,38762.7900000000,38765.9300000000,169.1201973200,-190.3448439600,0.6171908900,0.0025715200,6.3174495200,0.0000003200
2023-12-02 06:00:00,38765.9100000000,38809.7600000000,38736.2200000000,38792.3100000000,103.5338699800,354.2670190500,0.8805931300,0.0040701500,6.3174495200,0.0000003200
2023-12-02 07:00:00,38792.3000000000,38848.9800000000,38718.8700000000,38721.3200000000,124.7146646000,-422.6836758200,0.4809762200,0.0058790300,6.3174495200,0.0000003200
