timestamp,open,high,low,close,volume
2025-03-07 22:00:00,86273.2,86392.2,86219.1,86373.9,87.498
2025-03-07 22:01:00,86373.9,86460.8,86249.7,86352.4,139.289
2025-03-07 22:02:00,86352.4,86387.0,86227.9,86227.9,71.625
2025-03-07 22:03:00,86227.9,86236.0,85737.2,85861.2,416.924
2025-03-07 22:04:00,85861.2,86099.5,85822.2,86084.0,228.625
2025-03-07 22:05:00,86084.0,86145.1,85895.5,86144.0,149.517
2025-03-07 22:06:00,86144.0,86147.6,85960.0,85975.8,48.756
2025-03-07 22:07:00,85975.8,86055.6,85901.0,86036.3,74.03
2025-03-07 22:08:00,86036.3,86064.5,85910.3,85933.9,56.67
2025-03-07 22:09:00,85933.9,86026.5,85900.0,85900.0,81.003
2025-03-07 22:10:00,85900.0,85907.8,85575.0,85667.3,307.915
2025-03-07 22:11:00,85667.3,85849.6,85658.2,85824.4,167.995
2025-03-07 22:12:00,85824.4,85889.1,85766.6,85848.5,79.935
2025-03-07 22:13:00,85848.5,85962.5,85797.9,85810.4,93.885
2025-03-07 22:14:00,85810.4,85903.6,85804.9,85875.2,33.339
2025-03-07 22:15:00,85875.2,85929.5,85770.0,85785.0,42.804
2025-03-07 22:16:00,85785.0,85910.0,85785.0,85833.0,41.888
2025-03-07 22:17:00,85833.0,85885.9,85736.5,85848.6,44.322
2025-03-07 22:18:00,85848.6,86002.3,85805.1,85960.7,50.054
2025-03-07 22:19:00,85960.7,86112.0,85949.2,86104.1,81.088
2025-03-07 22:20:00,86104.1,86150.0,86028.7,86149.9,73.075
2025-03-07 22:21:00,86149.9,86150.0,86016.5,86088.1,32.214
2025-03-07 22:22:00,86088.1,86095.8,85972.8,86018.5,30.979
2025-03-07 22:23:00,86018.5,86028.4,85931.8,85931.8,38.908
2025-03-07 22:24:00,85931.8,85931.8,85621.6,85716.3,174.857
2025-03-07 22:25:00,85716.3,85855.5,85716.2,85855.5,73.726
2025-03-07 22:26:00,85855.5,85865.6,85740.1,85806.4,274.783
2025-03-07 22:27:00,85806.4,86059.2,85804.5,85973.7,319.997
2025-03-07 22:28:00,85973.7,86060.5,85973.6,86043.6,26.702
2025-03-07 22:29:00,86043.6,86066.1,85974.0,86039.5,56.213
2025-03-07 22:30:00,86039.5,86174.9,86029.1,86172.8,67.092
