timestamp,sopr_ratio
2023-04-01,1.175579926571616
2023-04-02,1.1504700100136984
2023-04-03,1.2648320733475693
2023-04-04,0.8414831586885143
2023-04-05,0.8519587406008281
2023-04-06,0.7342776329830115
2023-04-07,0.807532885924352
2023-04-08,1.1038709678124885
2023-04-09,1.062078282388735
2023-04-10,0.8874145086085845
2023-04-11,0.9098654686186716
2023-04-12,0.8320411821991648
2023-04-13,1.0472243623608577
2023-04-14,1.1466962225554571
2023-04-15,0.9932964072520096
2023-04-16,1.053319986918922
2023-04-17,0.9025869048555972
2023-04-18,1.2144281482959416
2023-04-19,2.3318579964903785
2023-04-20,1.205613151169466
2023-04-21,1.1227163354362566
2023-04-22,1.0985057091630182
2023-04-23,1.216439434279538
2023-04-24,1.1827247471773137
2023-04-25,1.034590652490638
2023-04-26,1.1707459044405482
2023-04-27,1.087187558624755
2023-04-28,1.3423237001362434
2023-04-29,1.4582049677722473
2023-04-30,0.9940032246948606
2023-05-01,1.033229218546455
2023-05-02,1.1584834255458956
2023-05-03,1.0458563071978952
2023-05-04,1.169211264045261
2023-05-05,1.0337694493202088
2023-05-06,1.0941902231128178
2023-05-07,1.694801294233231
2023-05-08,1.412040354304691
2023-05-09,1.156120066819269
2023-05-10,1.0664429965632989
2023-05-11,1.0164808842808577
2023-05-12,1.3068359589696017
2023-05-13,1.0449934411118182
2023-05-14,1.5277908898864152
2023-05-15,2.156447657552465
2023-05-16,1.156801789869911
2023-05-17,0.9936412596352924
2023-05-18,0.9038761426882228
2023-05-19,1.150536078436687
2023-05-20,1.202179729247738
2023-05-21,1.1236471534126875
2023-05-22,1.0364566559715194
2023-05-23,1.025651383498683
2023-05-24,1.12220169639845
2023-05-25,1.2580276485861224
2023-05-26,1.2127474241894312
2023-05-27,0.962386327975862
2023-05-28,1.3753968018792977
2023-05-29,1.0082296734701113
2023-05-30,1.3202042054721244
2023-05-31,1.125318252194351
2023-06-01,1.1674642957394
2023-06-02,1.1047036740972962
2023-06-03,0.9458294881411202
2023-06-04,1.0014575700012045
2023-06-05,1.1730298898724827
2023-06-06,1.0660346237679703
2023-06-07,1.190555662523061
2023-06-08,1.363138699703571
2023-06-09,1.2842673439531995
2023-06-10,0.8000900198414292
2023-06-11,1.1787341420539124
2023-06-12,1.185487316113751
2023-06-13,1.1750063673649376
2023-06-14,1.1743665657485438
2023-06-15,1.0031330223806705
2023-06-16,1.1791079169848633
2023-06-17,1.0160372508673738
2023-06-18,1.5127855986309608
2023-06-19,1.3769035484891137
2023-06-20,0.7587317708579512
2023-06-21,0.977593590344087
2023-06-22,1.1499884364277269
2023-06-23,1.037180851897462
2023-06-24,1.5370647600084566
2023-06-25,1.7852742245894406
2023-06-26,1.2840848049023028
2023-06-27,1.42951502157871
2023-06-28,1.5663706905238004
2023-06-29,0.8305520149805274
2023-06-30,1.454298238358298
2023-07-01,2.6277681608589663
2023-07-02,1.462400737165083
2023-07-03,1.2162440559712104
2023-07-04,1.291782599456096
2023-07-05,1.093025349516226
