timestamp,average_dormancy,sa_average_dormancy
2022-12-25,10.78326148,5.6e-07
2022-12-26,4.13197913,2.1e-07
2022-12-27,6.65119345,3.5e-07
2022-12-28,20.08033385,1.04e-06
2022-12-29,15.40181059,8e-07
2022-12-30,12.66960096,6.6e-07
2022-12-31,31.68157061,1.65e-06
2023-01-01,7.56580749,3.9e-07
2023-01-02,7.64285779,4e-07
2023-01-03,10.04400185,5.2e-07
2023-01-04,9.46801148,4.9e-07
2023-01-05,35.05390762,1.82e-06
2023-01-06,10.93089526,5.7e-07
2023-01-07,10.86989866,5.6e-07
2023-01-08,5.98568195,3.1e-07
2023-01-09,5.43058633,2.8e-07
2023-01-10,12.41794589,6.4e-07
2023-01-11,12.4195739,6.4e-07
2023-01-12,7.60438475,3.9e-07
2023-01-13,7.38603934,3.8e-07
2023-01-14,5.59435477,2.9e-07
2023-01-15,7.33835617,3.8e-07
2023-01-16,19.84232423,1.03e-06
2023-01-17,6.89801993,3.6e-07
2023-01-18,11.56457586,6e-07
2023-01-19,9.62550609,5e-07
2023-01-20,7.41101895,3.8e-07
2023-01-21,5.7561357,3e-07
2023-01-22,4.37076731,2.3e-07
2023-01-23,6.42199334,3.3e-07
2023-01-24,7.81756348,4.1e-07
2023-01-25,7.22157854,3.7e-07
2023-01-26,38.42656191,1.99e-06
2023-01-27,16.3950601,8.5e-07
2023-01-28,5.56471652,2.9e-07
2023-01-29,6.05863472,3.1e-07
2023-01-30,5.1454175,2.7e-07
2023-01-31,7.34080509,3.8e-07
2023-02-01,11.2979135,5.9e-07
2023-02-02,5.38055752,2.8e-07
2023-02-03,9.72860718,5e-07
2023-02-04,5.70110569,3e-07
2023-02-05,7.49614685,3.9e-07
2023-02-06,6.55017062,3.4e-07
2023-02-07,6.2087152,3.2e-07
2023-02-08,9.00218913,4.7e-07
2023-02-09,8.27903814,4.3e-07
2023-02-10,4.99904175,2.6e-07
2023-02-11,4.8768263,2.5e-07
2023-02-12,5.46020866,2.8e-07
2023-02-13,5.65954131,2.9e-07
2023-02-14,4.10842284,2.1e-07
2023-02-15,7.88709035,4.1e-07
2023-02-16,6.58388152,3.4e-07
2023-02-17,5.16476439,2.7e-07
2023-02-18,3.81338888,2e-07
2023-02-19,9.34835701,4.8e-07
2023-02-20,4.25262092,2.2e-07
2023-02-21,6.18633733,3.2e-07
2023-02-22,9.42092952,4.9e-07
2023-02-23,4.81518673,2.5e-07
2023-02-24,11.0305264,5.7e-07
2023-02-25,5.9635961,3.1e-07
2023-02-26,6.38478251,3.3e-07
2023-02-27,12.33449533,6.4e-07
2023-02-28,17.17013911,8.9e-07
2023-03-01,17.31266011,9e-07
2023-03-02,6.36548109,3.3e-07
2023-03-03,5.95558378,3.1e-07
2023-03-04,7.11615401,3.7e-07
2023-03-05,17.38062315,9e-07
2023-03-06,9.94453335,5.1e-07
2023-03-07,26.88052145,1.39e-06
2023-03-08,6.38132944,3.3e-07
2023-03-09,9.65597872,5e-07
2023-03-10,5.84388133,3e-07
2023-03-11,7.18778956,3.7e-07
2023-03-12,5.4577196,2.8e-07
2023-03-13,10.86113416,5.6e-07
2023-03-14,12.14616901,6.3e-07
2023-03-15,12.23568235,6.3e-07
2023-03-16,11.12967423,5.8e-07
2023-03-17,7.95756221,4.1e-07
2023-03-18,5.54352308,2.9e-07
2023-03-19,5.33143934,2.8e-07
2023-03-20,5.98454454,3.1e-07
2023-03-21,6.42101063,3.3e-07
2023-03-22,8.73739652,4.5e-07
2023-03-23,10.75556988,5.6e-07
2023-03-24,8.36547535,4.3e-07
2023-03-25,4.72573988,2.4e-07
2023-03-26,6.9969483,3.6e-07
2023-03-27,10.02993556,5.2e-07
2023-03-28,4.51925713,2.3e-07
2023-03-29,4.13153832,2.1e-07
2023-03-30,60.27873925,3.12e-06
2023-03-31,14.05134535,7.3e-07
2023-04-01,5.75615283,3e-07
2023-04-02,3.49517609,1.8e-07
2023-04-03,6.69765084,3.5e-07
2023-04-04,8.88285853,4.6e-07
2023-04-05,11.08483263,5.7e-07
2023-04-06,9.76333043,5e-07
2023-04-07,10.43423892,5.4e-07
2023-04-08,3.80413807,2e-07
2023-04-09,2.81939108,1.5e-07
2023-04-10,8.20276956,4.2e-07
2023-04-11,21.35987031,1.1e-06
2023-04-12,15.86551659,8.2e-07
2023-04-13,10.94817075,5.7e-07
2023-04-14,12.39729357,6.4e-07
2023-04-15,4.48166117,2.3e-07
2023-04-16,5.2969013,2.7e-07
2023-04-17,6.05023736,3.1e-07
2023-04-18,7.32956271,3.8e-07
2023-04-19,34.67392375,1.79e-06
2023-04-20,6.53716477,3.4e-07
2023-04-21,8.07627615,4.2e-07
2023-04-22,4.28027639,2.2e-07
2023-04-23,6.57880374,3.4e-07
2023-04-24,6.59608575,3.4e-07
2023-04-25,6.39874317,3.3e-07
2023-04-26,6.50978283,3.4e-07
2023-04-27,5.93708725,3.1e-07
2023-04-28,6.66362635,3.4e-07
2023-04-29,17.37055689,9e-07
2023-04-30,3.32993397,1.7e-07
2023-05-01,5.63485652,2.9e-07
2023-05-02,7.48821926,3.9e-07
2023-05-03,15.50894303,8e-07
2023-05-04,6.32562882,3.3e-07
2023-05-05,5.82103193,3e-07
2023-05-06,2.01501232,1e-07
2023-05-07,26.00170593,1.34e-06
2023-05-08,10.95161907,5.7e-07
2023-05-09,4.31889808,2.2e-07
2023-05-10,9.469952,4.9e-07
2023-05-11,9.74639862,5e-07
2023-05-12,8.66060195,4.5e-07
2023-05-13,4.66624224,2.4e-07
2023-05-14,15.10271776,7.8e-07
2023-05-15,44.73878806,2.31e-06
2023-05-16,11.11961446,5.7e-07
2023-05-17,5.22337082,2.7e-07
2023-05-18,5.37593014,2.8e-07
2023-05-19,6.37485816,3.3e-07
2023-05-20,6.62349847,3.4e-07
2023-05-21,6.38141442,3.3e-07
2023-05-22,22.90194048,1.18e-06
2023-05-23,6.29246468,3.2e-07
2023-05-24,6.32997374,3.3e-07
2023-05-25,42.81860287,2.21e-06
2023-05-26,12.1167687,6.3e-07
2023-05-27,4.52835687,2.3e-07
2023-05-28,7.91912493,4.1e-07
2023-05-29,7.95222249,4.1e-07
2023-05-30,10.36697553,5.3e-07
2023-05-31,7.45498685,3.8e-07
2023-06-01,10.37171552,5.3e-07
2023-06-02,4.73030107,2.4e-07
2023-06-03,3.772229,1.9e-07
2023-06-04,3.07023349,1.6e-07
2023-06-05,5.83137136,3e-07
2023-06-06,4.56461039,2.4e-07
2023-06-07,4.77400579,2.5e-07
2023-06-08,9.26923945,4.8e-07
2023-06-09,4.4975297,2.3e-07
2023-06-10,5.93825067,3.1e-07
2023-06-11,3.53030342,1.8e-07
2023-06-12,6.97986451,3.6e-07
2023-06-13,9.00157949,4.6e-07
2023-06-14,9.61073428,5e-07
2023-06-15,10.37850644,5.3e-07
2023-06-16,6.37134237,3.3e-07
2023-06-17,4.16510365,2.1e-07
2023-06-18,17.04029757,8.8e-07
2023-06-19,11.20538054,5.8e-07
2023-06-20,16.46045659,8.5e-07
2023-06-21,17.7626019,9.2e-07
2023-06-22,6.10835243,3.1e-07
2023-06-23,18.8948498,9.7e-07
2023-06-24,7.57608687,3.9e-07
2023-06-25,7.62268776,3.9e-07
2023-06-26,5.26963631,2.7e-07
2023-06-27,10.21032323,5.3e-07
2023-06-28,7.96033613,4.1e-07
2023-06-29,15.83834718,8.2e-07
2023-06-30,5.984444,3.1e-07
2023-07-01,42.07808793,2.17e-06
2023-07-02,7.05965961,3.6e-07
2023-07-03,7.3630253,3.8e-07
2023-07-04,5.09167171,2.6e-07
2023-07-05,6.10983805,3.1e-07
2023-07-06,23.72840135,1.22e-06
2023-07-07,4.76464701,2.5e-07
2023-07-08,2.88151878,1.5e-07
2023-07-09,5.23069047,2.7e-07
2023-07-10,7.95814299,4.1e-07
2023-07-11,15.28279475,7.9e-07
2023-07-12,7.67290484,3.9e-07
2023-07-13,11.59727283,6e-07
2023-07-14,8.83622534,4.5e-07
2023-07-15,3.53412633,1.8e-07
2023-07-16,3.88750636,2e-07
2023-07-17,11.90964753,6.1e-07
2023-07-18,10.33205959,5.3e-07
2023-07-19,10.71058275,5.5e-07
2023-07-20,8.56867831,4.4e-07
2023-07-21,12.78285022,6.6e-07
2023-07-22,13.34503844,6.9e-07
2023-07-23,6.89021788,3.5e-07
2023-07-24,9.87541257,5.1e-07
2023-07-25,6.70865775,3.5e-07
2023-07-26,5.36731797,2.8e-07
2023-07-27,31.28069403,1.61e-06
2023-07-28,78.06541277,4.02e-06
2023-07-29,5.80187927,3e-07
2023-07-30,4.97626505,2.6e-07
2023-07-31,9.61159497,4.9e-07
2023-08-01,4.9985471,2.6e-07
2023-08-02,15.31495995,7.9e-07
2023-08-03,4.84278087,2.5e-07
2023-08-04,8.70802434,4.5e-07
2023-08-05,3.08219265,1.6e-07
2023-08-06,6.09880333,3.1e-07
2023-08-07,4.8108404,2.5e-07
2023-08-08,9.36992854,4.8e-07
2023-08-09,6.47273453,3.3e-07
2023-08-10,6.71179103,3.5e-07
2023-08-11,4.57764111,2.4e-07
2023-08-12,6.91590232,3.6e-07
2023-08-13,6.09523277,3.1e-07
2023-08-14,13.58768484,7e-07
2023-08-15,8.52216212,4.4e-07
2023-08-16,8.19720297,4.2e-07
2023-08-17,8.41964667,4.3e-07
2023-08-18,11.4442231,5.9e-07
2023-08-19,3.28607387,1.7e-07
2023-08-20,4.64134352,2.4e-07
2023-08-21,6.501868,3.3e-07
2023-08-22,7.10865971,3.7e-07
2023-08-23,4.60440477,2.4e-07
2023-08-24,5.5865488,2.9e-07
2023-08-25,6.20070275,3.2e-07
2023-08-26,3.65138755,1.9e-07
2023-08-27,8.40832816,4.3e-07
2023-08-28,6.7821268,3.5e-07
2023-08-29,14.06189621,7.2e-07
2023-08-30,5.55484569,2.9e-07
2023-08-31,7.86800993,4e-07
2023-09-01,6.83045849,3.5e-07
2023-09-02,3.34050304,1.7e-07
2023-09-03,7.37228056,3.8e-07
2023-09-04,7.93823118,4.1e-07
2023-09-05,8.6611243,4.4e-07
2023-09-06,9.68627328,5e-07
2023-09-07,5.89005261,3e-07
2023-09-08,6.26517117,3.2e-07
2023-09-09,5.07108597,2.6e-07
2023-09-10,3.22336286,1.7e-07
2023-09-11,7.39890837,3.8e-07
2023-09-12,6.69301446,3.4e-07
2023-09-13,5.1622247,2.6e-07
2023-09-14,9.4325376,4.8e-07
2023-09-15,6.79123361,3.5e-07
2023-09-16,4.06278796,2.1e-07
2023-09-17,3.81044428,2e-07
2023-09-18,15.97828905,8.2e-07
2023-09-19,34.01119426,1.75e-06
2023-09-20,8.04593593,4.1e-07
2023-09-21,4.64567119,2.4e-07
2023-09-22,4.15453621,2.1e-07
2023-09-23,5.43244984,2.8e-07
2023-09-24,6.35292137,3.3e-07
2023-09-25,6.81171341,3.5e-07
2023-09-26,8.17744121,4.2e-07
2023-09-27,5.61016764,2.9e-07
2023-09-28,8.43253818,4.3e-07
2023-09-29,9.68869447,5e-07
2023-09-30,5.35542276,2.7e-07
2023-10-01,6.58628523,3.4e-07
2023-10-02,16.03988931,8.2e-07
2023-10-03,9.35301241,4.8e-07
2023-10-04,11.63335367,6e-07
2023-10-05,7.12586144,3.7e-07
2023-10-06,8.82578365,4.5e-07
2023-10-07,12.59007776,6.5e-07
2023-10-08,4.49416916,2.3e-07
2023-10-09,20.22414672,1.04e-06
2023-10-10,8.3640221,4.3e-07
2023-10-11,15.41932561,7.9e-07
2023-10-12,8.43526323,4.3e-07
2023-10-13,7.80560626,4e-07
2023-10-14,32.24214892,1.65e-06
2023-10-15,4.74568339,2.4e-07
2023-10-16,6.36857895,3.3e-07
2023-10-17,9.14334152,4.7e-07
2023-10-18,9.60096962,4.9e-07
2023-10-19,21.38068602,1.1e-06
2023-10-20,9.47810967,4.9e-07
2023-10-21,6.09669158,3.1e-07
2023-10-22,6.66644003,3.4e-07
2023-10-23,12.29432087,6.3e-07
2023-10-24,14.62374682,7.5e-07
2023-10-25,9.55509526,4.9e-07
2023-10-26,16.0645941,8.2e-07
2023-10-27,11.12885582,5.7e-07
2023-10-28,14.07478499,7.2e-07
2023-10-29,9.55841719,4.9e-07
2023-10-30,7.59978162,3.9e-07
2023-10-31,13.37860199,6.9e-07
2023-11-01,35.27110361,1.81e-06
2023-11-02,8.33475304,4.3e-07
2023-11-03,9.20913329,4.7e-07
2023-11-04,6.95098086,3.6e-07
2023-11-05,7.77814824,4e-07
2023-11-06,6.29394706,3.2e-07
2023-11-07,9.11815059,4.7e-07
2023-11-08,7.11309809,3.6e-07
2023-11-09,20.00761941,1.02e-06
2023-11-10,10.90366621,5.6e-07
2023-11-11,5.79065602,3e-07
2023-11-12,6.77519158,3.5e-07
2023-11-13,8.75986887,4.5e-07
2023-11-14,6.9251067,3.5e-07
2023-11-15,18.99408842,9.7e-07
2023-11-16,10.31516572,5.3e-07
2023-11-17,8.80102095,4.5e-07
2023-11-18,8.59760402,4.4e-07
2023-11-19,13.27554149,6.8e-07
2023-11-20,9.70152126,5e-07
2023-11-21,13.82184554,7.1e-07
2023-11-22,17.34664226,8.9e-07
2023-11-23,6.35234899,3.2e-07
2023-11-24,5.98209283,3.1e-07
2023-11-25,4.73975568,2.4e-07
2023-11-26,9.01506927,4.6e-07
2023-11-27,5.27535102,2.7e-07
2023-11-28,8.4573869,4.3e-07
2023-11-29,7.65981162,3.9e-07
2023-11-30,36.53501117,1.87e-06
2023-12-01,8.14952498,4.2e-07
2023-12-02,6.31744952,3.2e-07
2023-12-03,6.08346496,3.1e-07
2023-12-04,17.52301952,9e-07
2023-12-05,13.70809783,7e-07
2023-12-06,21.02480915,1.07e-06
2023-12-07,12.42724258,6.4e-07
2023-12-08,10.42214332,5.3e-07
2023-12-09,9.5698523,4.9e-07
2023-12-10,8.68627282,4.4e-07
2023-12-11,11.95726082,6.1e-07
2023-12-12,20.77119259,1.06e-06
2023-12-13,7.3148091,3.7e-07
2023-12-14,5.8455526,3e-07
2023-12-15,19.49814666,1e-06
2023-12-16,14.81619847,7.6e-07
2023-12-17,6.34577814,3.2e-07
2023-12-18,22.60685219,1.15e-06
2023-12-19,13.72496525,7e-07
2023-12-20,14.20726787,7.3e-07
2023-12-21,10.78194155,5.5e-07
2023-12-22,19.61958466,1e-06
2023-12-23,14.48939053,7.4e-07
2023-12-24,36.29556398,1.85e-06
2023-12-25,9.66677296,4.9e-07
2023-12-26,10.00151624,5.1e-07
2023-12-27,72.86848151,3.72e-06
2023-12-28,13.07082541,6.7e-07
2023-12-29,38.36409808,1.96e-06
2023-12-30,14.85154359,7.6e-07
2023-12-31,10.1197044,5.2e-07
