timestamp,open,high,low,close,volume,netflow_total,exchange_whale_ratio,funding_rates,average_dormancy,sa_average_dormancy
2025-03-01 19:00:00,85270.2400000000,85519.6000000000,85153.0400000000,85438.9400000000,356.1445873000,-150.1375865200,0.5969798100,-0.0016936000,7.6753029900,0.0000003900
2025-03-01 20:00:00,85441.8800000000,85545.3000000000,85282.5800000000,85501.5400000000,185.5521064000,90.4665261600,0.9996493100,-0.0010270000,7.6753029900,0.0000003900
2025-03-01 21:00:00,85501.5300000000,86119.4200000000,85248.2000000000,86039.1900000000,224.0520942200,21.5634306000,0.9996098500,-0.0012585300,7.6753029900,0.0000003900
2025-03-01 22:00:00,86044.3500000000,86235.9300000000,85633.5800000000,86077.8600000000,401.9845349300,286.5369957200,0.9993900100,-0.0015780800,7.6753029900,0.0000003900
2025-03-01 23:00:00,86077.8600000000,86164.0700000000,85623.0800000000,86018.7600000000,173.0811823200,-253.8082107000,0.9963058300,-0.0014266000,7.6753029900,0.0000003900
2025-03-02 00:00:00,86018.8200000000,86272.6100000000,85761.1800000000,85978.4700000000,172.6822764800,142.9264789800,0.9998020800,-0.0021398800,9.6496702600,0.0000004900
2025-03-02 01:00:00,85978.4800000000,86324.6300000000,85950.0000000000,86317.1300000000,169.8921708400,-512.8830070200,0.9952827100,-0.0038236700,9.6496702600,0.0000004900
2025-03-02 02:00:00,86317.1300000000,86465.0000000000,85573.4600000000,85733.1600000000,191.8975246700,363.8549752000,0.9840946100,-0.0053907000,9.6496702600,0.0000004900
2025-03-02 03:00:00,85735.8700000000,86170.2300000000,85719.4100000000,85817.5200000000,122.1336399400,-228.8306209700,0.9988453200,-0.0056928700,9.6496702600,0.0000004900
2025-03-02 04:00:00,85819.5200000000,85839.1700000000,85485.0900000000,85699.7900000000,116.5376727500,3.3718271200,0.9987443800,-0.0060046700,9.6496702600,0.0000004900
2025-03-02 05:00:00,85699.7900000000,86000.0000000000,85620.0000000000,85905.3600000000,57.9891238700,-143.9978992300,0.9989512700,-0.0050739000,9.6496702600,0.0000004900
2025-03-02 06:00:00,85906.0400000000,86500.0000000000,85866.9800000000,86217.6600000000,119.5922927900,227.1937952300,0.9998098600,-0.0042735000,9.6496702600,0.0000004900
2025-03-02 07:00:00,86217.6600000000,86305.5600000000,86025.5000000000,86189.1900000000,69.8338674700,-285.2962319200,0.9696486700,-0.0034339200,9.6496702600,0.0000004900
2025-03-02 08:00:00,86189.1900000000,86218.2900000000,85668.3300000000,85708.5900000000,142.6515140500,-641.9486572400,0.9972220600,-0.0040362000,9.6496702600,0.0000004900
2025-03-02 09:00:00,85708.6900000000,86088.6400000000,85615.0000000000,85862.4900000000,77.5820627300,-215.5764293800,0.9995322200,-0.0060015500,9.6496702600,0.0000004900
2025-03-02 10:00:00,85862.4900000000,85971.9500000000,85757.1300000000,85964.7700000000,58.2351800000,-7.4616682000,0.9997329000,-0.0075748300,9.6496702600,0.0000004900
