timestamp,open,high,low,close,volume
2020-12-31 16:00:00,28736.0,28772.0,28327.5,28406.5,1445.109
2020-12-31 17:00:00,28406.5,28715.0,28374.0,28567.5,789.589
2020-12-31 18:00:00,28567.5,28885.0,28487.5,28865.0,518.639
2020-12-31 19:00:00,28865.0,29004.5,28747.5,28881.0,825.984
2020-12-31 20:00:00,28881.0,29142.5,28881.0,29132.5,801.248
2020-12-31 21:00:00,29132.5,29152.0,28913.0,28957.5,458.175
2020-12-31 22:00:00,28957.5,29130.0,28901.0,29083.0,427.936
2020-12-31 23:00:00,29083.0,29098.0,28782.5,28921.5,849.485
2021-01-01 00:00:00,28921.5,29026.0,28703.5,28990.0,917.494
2021-01-01 01:00:00,28990.0,29505.5,28956.5,29411.0,1927.83
2021-01-01 02:00:00,29411.0,29462.0,29150.0,29218.0,931.537
2021-01-01 03:00:00,29218.0,29358.5,29171.5,29303.0,440.535
2021-01-01 04:00:00,29303.0,29397.5,29078.0,29229.5,711.549
2021-01-01 05:00:00,29229.5,29232.0,29120.5,29204.5,313.622
2021-01-01 06:00:00,29204.5,29276.5,29123.0,29175.5,237.292
2021-01-01 07:00:00,29175.5,29200.0,28847.0,29097.5,652.849
2021-01-01 08:00:00,29097.5,29186.0,28903.0,29045.0,479.384
2021-01-01 09:00:00,29045.0,29312.0,29021.5,29243.5,539.991
2021-01-01 10:00:00,29243.5,29383.5,29219.0,29270.5,555.235
2021-01-01 11:00:00,29270.5,29453.5,29270.5,29343.5,402.753
2021-01-01 12:00:00,29343.5,29673.5,29199.0,29276.0,1495.5
2021-01-01 13:00:00,29276.0,29502.0,29264.5,29494.5,456.379
2021-01-01 14:00:00,29494.5,29567.5,29311.0,29360.0,452.269
2021-01-01 15:00:00,29360.0,29407.5,29070.0,29226.0,820.595
2021-01-01 16:00:00,29226.0,29374.0,29171.5,29325.0,640.163
2021-01-01 17:00:00,29325.0,29353.0,28962.0,29087.5,1217.397
2021-01-01 18:00:00,29087.5,29273.0,28654.0,29074.5,1989.03
2021-01-01 19:00:00,29074.5,29125.0,28968.0,29038.5,909.486
2021-01-01 20:00:00,29038.5,29288.0,28888.5,29230.0,866.992
2021-01-01 21:00:00,29230.0,29292.0,29169.5,29180.0,628.187
2021-01-01 22:00:00,29180.0,29329.0,29129.0,29262.5,924.458
2021-01-01 23:00:00,29262.5,29330.5,29241.0,29325.0,723.885
2021-01-02 00:00:00,29325.0,29333.0,28967.5,29196.5,927.032
2021-01-02 01:00:00,29196.5,29410.0,29125.5,29384.0,669.985
2021-01-02 02:00:00,29384.0,29468.0,29332.0,29332.0,644.619
2021-01-02 03:00:00,29332.0,29379.0,29279.5,29357.5,351.467
