,timestamp,actual_close,predicted_close,deepPredictor
61,2021-03-03,50349.37,22109.78675091058,buy
62,2021-03-04,48374.09,3221.2364575105894,buy
63,2021-03-05,48751.71,-1498.2014639621987,buy
64,2021-03-06,48882.2,-3977.0528525286927,buy
65,2021-03-07,50971.75,-5314.619807857277,buy
66,2021-03-08,52375.16999999999,11950.34808801949,buy
67,2021-03-09,54884.5,23135.673740593495,buy
68,2021-03-10,55851.59,3621.357057206332,buy
69,2021-03-11,57773.16000000001,-1361.046426213385,buy
70,2021-03-12,57221.72,-3953.816377277972,buy
71,2021-03-13,61188.39,13781.60301335424,buy
72,2021-03-14,58968.31,-460.0763094538464,buy
73,2021-03-15,55605.2,-3391.465301433207,buy
74,2021-03-16,56900.75,14403.274433355442,buy
75,2021-03-17,58912.97000000001,25263.5484100914,buy
76,2021-03-18,57648.16,4499.5086098375905,buy
77,2021-03-19,58030.01,-1111.23581197858,buy
78,2021-03-20,58102.280000000006,17074.230003841927,buy
79,2021-03-21,57351.55999999999,27296.558025848866,buy
80,2021-03-22,54083.25,5097.624241961537,buy
81,2021-03-23,54340.89,-1175.9318463689103,buy
82,2021-03-24,52303.65,-4259.267770881059,buy
83,2021-03-25,51293.78,-5817.491798858644,buy
84,2021-03-26,55025.590000000004,11732.813011929095,buy
85,2021-03-27,55817.14000000001,-1499.8638558071866,buy
86,2021-03-28,55777.63,-4022.546564791204,buy
87,2021-03-29,57635.47000000001,-5337.344303430321,buy
88,2021-03-30,58746.57,-6035.787904981972,buy
89,2021-03-31,58740.55,-6379.952364333274,buy
90,2021-04-01,58720.439999999995,-6528.199781062604,buy
91,2021-04-02,58950.01,-6569.111892052891,buy
92,2021-04-03,57051.939999999995,-6553.084769191148,buy
93,2021-04-04,58202.01,-6508.988206290009,buy
94,2021-04-05,59129.99,9473.533052357732,buy
95,2021-04-06,57991.15,-1796.6501475763337,buy
96,2021-04-07,55953.450000000004,15723.093249798278,buy
97,2021-04-08,58077.52,26305.594372824133,buy
98,2021-04-09,58142.54000000001,34262.02920378685,buy
99,2021-04-10,59769.12999999999,8655.971672996879,buy
100,2021-04-11,60002.43,695.6622970336663,buy
101,2021-04-12,59860.0,-3260.8703888314976,buy
102,2021-04-13,63575.0,-5285.757724581958,buy
103,2021-04-14,62959.53,-6284.997097306254,buy
104,2021-04-15,63159.98,-6742.595897412302,buy
105,2021-04-16,61334.8,-6912.744324329497,buy
106,2021-04-17,60006.66,9750.98825602591,buy
107,2021-04-18,56150.01,-2028.7342365252987,buy
108,2021-04-19,55633.14000000001,15800.364399494687,buy
109,2021-04-20,56425.00000000001,26432.731109440327,buy
110,2021-04-21,53787.62999999999,5153.7685194164505,buy
111,2021-04-22,51690.96,-681.1759669446959,buy
112,2021-04-23,51125.14,-3672.754955307843,buy
113,2021-04-24,50047.84,-5256.101455963256,buy
114,2021-04-25,49066.77,-6068.767415183188,buy
115,2021-04-26,54001.39,10979.74950614959,buy
116,2021-04-27,55011.97,-1541.7552050364031,buy
117,2021-04-28,54846.22,-3791.6807407379165,buy
118,2021-04-29,53555.0,-5028.663736799957,buy
119,2021-04-30,57694.27,-5722.217315586807,buy
120,2021-05-01,57800.37,-6092.4634384578485,buy
121,2021-05-02,56578.20999999999,-6277.280391561987,buy
122,2021-05-03,57169.39,-6356.176151470544,buy
123,2021-05-04,53200.009999999995,-6375.509552732708,buy
124,2021-05-05,57436.11000000001,-6362.595944838526,buy
125,2021-05-06,56393.68,9573.342102624178,buy
126,2021-05-07,57314.75000000001,-1721.5479720264689,buy
127,2021-05-08,58862.05,-3542.3713114285483,buy
128,2021-05-09,58240.84,-4631.438443865778,buy
129,2021-05-10,55816.14000000001,-5292.644776511194,buy
130,2021-05-11,56670.02,-5683.633786865475,buy
131,2021-05-12,49579.19,10592.517069574891,buy
132,2021-05-13,49670.97,-1296.8006872022167,buy
133,2021-05-14,49841.45,-3333.9585720348373,buy
134,2021-05-15,46762.99,-4538.719232659938,buy
135,2021-05-16,46431.5,-5262.194322549107,buy
136,2021-05-17,43538.04,-5685.962369134428,buy
137,2021-05-18,42849.78,-5929.559832401277,buy
138,2021-05-19,36690.09,-6064.472645899059,buy
139,2021-05-20,40526.64,-6133.781123710873,buy
140,2021-05-21,37252.01,-6163.916987750532,buy
141,2021-05-22,37449.73,-6171.211156049969,buy
142,2021-05-23,34655.25,-6165.789106210472,buy
143,2021-05-24,38796.29,-6153.848568125369,buy
144,2021-05-25,38324.72,9581.93935172975,buy
145,2021-05-26,39241.91,-1649.3341637545839,buy
146,2021-05-27,38529.98,-3432.6519075518863,buy
147,2021-05-28,35663.49,13569.282573649585,buy
148,2021-05-29,34605.15,4.529826963542528,buy
149,2021-05-30,35641.27,-2678.0169942677035,buy
150,2021-05-31,37253.81,14788.825972795597,buy
151,2021-06-01,36693.09,25493.23297982812,buy
152,2021-06-02,37568.68,33590.018866256476,buy
153,2021-06-03,39246.79,8285.145717719792,buy
154,2021-06-04,36829.0,25653.249760714174,buy
155,2021-06-05,35513.2,33401.480807844404,buy
156,2021-06-06,35796.31,7499.893031813799,buy
157,2021-06-07,33552.79,-682.6363427120461,buy
158,2021-06-08,33380.81,-4540.397045579554,buy
159,2021-06-09,37388.05,13807.532008235155,buy
160,2021-06-10,36675.72,-1250.0116046708836,buy
161,2021-06-11,37331.98,-4408.773547300102,buy
162,2021-06-12,35546.11,-5915.642312548758,buy
163,2021-06-13,39020.57,-6639.083476073743,buy
164,2021-06-14,40516.29,-6938.0055866789835,buy
165,2021-06-15,40144.04,-7016.190435047151,buy
166,2021-06-16,38349.01,-6982.9934876936695,buy
167,2021-06-17,38092.97,-6897.630129085781,buy
168,2021-06-18,35819.84,9295.183697952925,buy
169,2021-06-19,35483.72,20641.570138165356,buy
170,2021-06-20,35600.16,2793.7843161964406,buy
171,2021-06-21,31608.93,-1457.3957583868519,buy
172,2021-06-22,32509.56,-3770.6756949859873,buy
173,2021-06-23,33678.07,13774.740635144411,buy
174,2021-06-24,34663.09,-291.4406899577393,buy
175,2021-06-25,31584.45,-3136.485542982818,buy
176,2021-06-26,32283.650000000005,-4687.865698040129,buy
177,2021-06-27,34700.34,12584.6030085361,buy
178,2021-06-28,34494.89,23683.063289833368,buy
179,2021-06-29,35911.73,32258.62342499435,buy
180,2021-06-30,35045.0,7640.34663742572,buy
181,2021-07-01,33504.69,25140.823642926516,buy
182,2021-07-02,33786.55,33088.14770299852,buy
183,2021-07-03,34669.13,38186.779054841994,sell
