timestamp,actual_close,predicted_close,deepPredictor,open,high,low,close,volume,netflow_total,exchange_whale_ratio,funding_rates,average_dormancy,sa_average_dormancy,log_return,prob_bullish,prob_bearish,marketRegime
2021-03-03,50349.37,22109.78675091058,buy,48436.61,52640.0,48100.71,50349.37,81035.913705,6509.96201562,0.21252831,0.01531867,4.21333926,2.3e-07,0.03864676941605752,0.013425495387009996,0.6670164717307729,hold
2021-03-04,48374.09,3221.2364575105894,buy,50349.37,51773.88,47500.0,48374.09,82649.716829,2954.42851114,0.27854276,0.01,6.77032954,3.6e-07,-0.04002176686968146,0.006523777150505878,0.055213087869477505,hold
2021-03-05,48751.71,-1498.2014639621987,buy,48374.09,49448.93,46300.0,48751.71,78192.496372,1676.05328893,0.41682851,0.01,9.41739553,5.1e-07,0.007775933948251446,1.818892964807364e-05,0.024085679004268713,hold
2021-03-06,48882.2,-3977.0528525286927,buy,48746.81,49200.0,47070.0,48882.2,44399.234242,2647.43907916,0.43103325,0.01,4.48295352,2.4e-07,0.002673048282055846,8.028950303737528e-06,0.0321938128584068,hold
2021-03-07,50971.75,-5314.619807857277,buy,48882.2,51450.03,48882.2,50971.75,55235.028032,-1091.82347938,0.28790238,0.01288063,2.23517492,1.2e-07,0.04185823565066163,0.010379538058872739,0.01946980062155873,hold
2021-03-08,52375.16999999999,11950.34808801949,buy,50959.11,52402.78,49274.67,52375.17,66987.359664,-1194.74956183,0.27850367,0.02469454,11.50363936,6.2e-07,0.02716106637595351,0.025082695268749147,0.04516289071642747,hold
2021-03-09,54884.5,23135.673740593495,buy,52375.18,54895.0,51789.41,54884.5,71656.737076,2839.31516436,0.26616067,0.0503144,4.90134324,2.6e-07,0.04679835308017754,0.06500144149557352,0.19132030514420406,hold
2021-03-10,55851.59,3621.357057206332,buy,54874.67,57387.69,53005.0,55851.59,84749.238943,727.94565807,0.16958515,0.05758723,5.82517093,3.1e-07,0.017467017083068827,0.24453310488446658,0.015744488068571583,hold
2021-03-11,57773.16000000001,-1361.046426213385,buy,55851.59,58150.0,54272.82,57773.16,81914.812859,1155.87960801,0.21507325,0.09846631,22.81918528,1.22e-06,0.03382631374464177,0.2558745626807874,0.007727627462713116,hold
2021-03-12,57221.72,-3953.816377277972,buy,57773.15,58081.51,54962.84,57221.72,73405.406047,-188.06937832,0.21426322,0.06604346,12.47416478,6.7e-07,-0.009590761378339105,0.25816145492276094,0.010103034118683657,hold
2021-03-13,61188.39,13781.60301335424,buy,57221.72,61844.0,56078.23,61188.39,83245.091346,3983.30105926,0.18167154,0.06271975,8.65189335,4.6e-07,0.06702391904951818,0.17202113065568417,0.3702346911899615,hold
2021-03-14,58968.31,-460.0763094538464,buy,61188.38,61724.79,58966.78,58968.31,52601.05275,4646.66415465,0.29008971,0.09608697,14.76344215,7.9e-07,-0.03695728467773086,0.06578031839763646,0.18870080538787615,hold
2021-03-15,55605.2,-3391.465301433207,buy,58976.08,60633.43,54600.0,55605.2,102771.427298,-1677.12696891,0.32782509,0.05820957,8.32402953,4.5e-07,-0.05872345889857389,0.006848751407408419,0.12479101844809275,hold
2021-03-16,56900.75,14403.274433355442,buy,55605.2,56938.29,53271.34,56900.75,77986.694355,-1880.43877721,0.25166602,0.03619871,11.5484809,6.2e-07,0.023031800001562738,0.009849912670022911,0.012062556770634093,hold
2021-03-17,58912.97000000001,25263.5484100914,buy,56900.74,58974.73,54123.69,58912.97,70421.620841,2664.77578393,0.48344952,0.02494552,9.52118109,5.1e-07,0.03475274808665303,1.904026093307937e-08,0.11519739123609343,hold
2021-03-18,57648.16,4499.5086098375905,buy,58912.97,60129.97,57023.0,57648.16,66580.406675,589.77041234,0.24285788,0.03694611,5.38676463,2.9e-07,-0.02170294068462528,0.0005532702058865308,0.004560497093107374,hold
2021-03-19,58030.01,-1111.23581197858,buy,57641.0,59468.0,56270.74,58030.01,52392.652961,-966.84581195,0.35179405,0.02891197,5.38834086,2.9e-07,0.006601961060385554,0.00031521716898584475,0.004208131652607501,hold
2021-03-20,58102.280000000006,17074.230003841927,buy,58030.01,59880.0,57820.17,58102.28,44476.941776,-2713.23554705,0.27586089,0.05137785,11.67133844,6.3e-07,0.001244615245755456,0.0009499804198961734,0.006712242226861803,hold
