timestamp,open,high,low,close,volume,netflow_total,exchange_whale_ratio,funding_rates,average_dormancy,sa_average_dormancy,log_return,prob_bullish,prob_bearish,marketRegime
2024-01-02,44179.55,45879.63,44148.34,44946.91,65146.40661,3114.36207263,0.16809071,0.0503623,13.96804488,7.1e-07,0.01722000317113513,1.0,1.1174605158083946e-76,buy
2024-01-03,44946.91,45500.0,40750.0,42845.23,81194.55173,4132.22866617,0.36202348,0.01460901,12.54942797,6.4e-07,-0.04788769521256018,0.9813070203687112,0.015608540150107993,buy
2024-01-04,42845.23,44729.58,42613.77,44151.1,48038.06334,-277.16550531,0.20731259,0.01,64.39413201,3.29e-06,0.03002352150755492,0.5385511970209549,0.001419172903893025,buy
2024-01-05,44151.1,44357.46,42450.0,44145.11,48075.25327,-79.61477759,0.25599494,0.01,11.22855368,5.7e-07,-0.0001356796630157846,0.3532856624905839,0.0009416296717734941,hold
2024-01-06,44145.12,44214.42,43397.05,43968.32,17835.06144,2374.73676981,0.41445355,0.01,6.75403491,3.4e-07,-0.004012787545087865,0.8857680391875701,0.015857849377949897,buy
2024-01-07,43968.32,44480.59,43572.09,43929.02,23023.8508,270.76620943,0.34397211,0.01,8.09980044,4.1e-07,-0.000894225072540774,0.8296621327813578,0.0038064632209268557,buy
2024-01-08,43929.01,47248.99,43175.0,46951.04,72814.57589,1330.95579375,0.2808671,0.01,10.05952744,5.1e-07,0.06653020711240704,0.9936551980720232,0.00604406460452004,buy
2024-01-09,46951.04,47972.0,44748.67,46110.0,69927.66617,-102.29041959,0.19152788,0.01,11.61447894,5.9e-07,-0.018075510415030107,0.44011500389886066,0.001253350047783306,buy
2024-01-10,46110.0,47695.93,44300.36,46653.99,89911.41203,2550.31353878,0.21875633,0.01,8.26279444,4.2e-07,0.01172860796383382,0.5832948952518234,0.0017593429603478504,buy
2024-01-11,46654.0,48969.48,45606.06,46339.16,87470.3296,3442.76080516,0.31670231,0.01,9.87091693,5e-07,-0.006771062230729273,0.844741995745501,0.007590814865388316,buy
2024-01-12,46339.16,46515.53,41500.0,42782.73,86327.93707,6126.87875886,0.26140782,0.01085652,8.57577943,4.4e-07,-0.0798528754667809,0.9368399071301964,0.06315630448757298,buy
2024-01-13,42782.74,43257.0,42436.12,42847.99,36118.47464,-1975.56492886,0.30211137,0.01,5.76072701,2.9e-07,0.0015242196406752171,0.7825450930694717,0.005103399270044935,buy
2024-01-14,42847.99,43079.0,41720.0,41732.35,28228.40894,-957.82880079,0.3400731,0.01,12.03001219,6.1e-07,-0.02638212870563945,0.8870552114264826,0.0055037776828838056,buy
2024-01-15,41732.35,43400.43,41718.05,42511.1,40269.89303,2905.14827146,0.29749716,0.01,9.19556671,4.7e-07,0.01848861088034885,0.8438283312508957,0.003057176459856193,buy
2024-01-16,42511.1,43578.01,42050.0,43137.95,45045.74589,-3220.83058915,0.26530421,0.01,113.69706419,5.8e-06,0.014637901828299413,0.4642145585103421,0.002398408338843184,buy
2024-01-17,43137.94,43198.0,42200.69,42776.1,33266.21388,1274.16951535,0.25098676,0.01,20.85319926,1.06e-06,-0.008423584725432613,0.18479059835678746,0.000478269344268469,hold
2024-01-18,42776.09,42930.0,40683.28,41327.5,43907.51641,1363.68995229,0.25392015,0.01,19.36925284,9.9e-07,-0.03445139745815894,0.25406256694219953,0.0012909602804324293,hold
2024-01-19,41327.51,42196.86,40280.0,41659.03,48342.74559,915.41720952,0.21980116,0.01,17.63224276,9e-07,0.007990013891329613,0.11958570317271672,0.00030139203821591735,hold
2024-01-20,41659.03,41872.56,41456.3,41696.04,15923.99493,-299.15417016,0.30370669,0.01,5.98497515,3.1e-07,0.0008880084302503328,0.25791907676275666,0.0011694179834784927,hold
2024-01-21,41696.05,41881.39,41500.98,41580.33,11730.16301,-1375.34741332,0.38517634,0.01,4.52212185,2.3e-07,-0.002778941360300473,0.7918195863728932,0.009851036848187684,buy
2024-01-22,41580.32,41689.65,39431.58,39568.02,55426.19911,787.55932192,0.27704687,0.01,23.76113043,1.21e-06,-0.049606002668420156,0.8943226845435212,0.005951750948642182,buy
2024-01-23,39568.02,40176.74,38555.0,39897.6,57956.63351,1120.17195996,0.20402753,0.01,22.99433767,1.17e-06,0.008294955472882228,0.18732422187742356,0.00041114879170687314,hold
2024-01-24,39897.59,40555.0,39484.19,40084.88,39293.82861,374.08388301,0.26798596,0.01,52.0796775,2.66e-06,0.004683034141144241,0.08148165563031728,0.00023665572361806142,hold
2024-01-25,40084.89,40300.24,39550.0,39961.09,31022.11853,-127.38996296,0.22730656,0.01,25.91838814,1.32e-06,-0.003092975166303934,0.13189275831469666,0.0004663863202650958,hold
2024-01-26,39961.09,42246.82,39822.52,41823.51,47384.96726,-2520.28568993,0.31259654,0.00984674,15.57473003,7.9e-07,0.04555239092628425,0.9008035061027884,0.010360435968941963,buy
2024-01-27,41823.51,42200.0,41394.34,42120.63,16224.41667,-1270.33277571,0.34056545,0.00970909,7.6781406,3.9e-07,0.00707902280697713,0.7886227263611815,0.0038723680624220607,buy
2024-01-28,42120.63,42842.68,41620.81,42031.06,27294.99838,64.45162823,0.35809724,0.00833055,6.61620092,3.4e-07,-0.002128775638974226,0.8138650224687344,0.004118680044185138,buy
2024-01-29,42031.05,43333.0,41804.88,43302.7,31542.74207,1211.5979725,0.34246552,0.00983725,15.05312905,7.7e-07,0.029806119942710457,0.9588417476594397,0.005255865142244174,buy
2024-01-30,43302.71,43882.36,42683.99,42941.1,37619.24546,-3535.67536446,0.3766967,0.00672812,19.23873348,9.8e-07,-0.008385579459892248,0.9609180894580949,0.01453445024473156,buy
2024-01-31,42941.1,43745.11,42276.84,42580.0,39871.13688,-538.44972011,0.22482421,0.00937971,14.59351137,7.4e-07,-0.008444749797383772,0.41442501515761276,0.001128718876733311,buy
2024-02-01,42580.0,43285.13,41884.28,43082.94,35231.04664,3479.12581641,0.293012,0.01,10.56907546,5.4e-07,0.011742435619609937,0.6787924015854512,0.003390886577834279,buy
2024-02-02,43082.95,43488.0,42546.79,43200.0,29672.14418,-3312.44433618,0.25947544,0.00902896,15.50295196,7.9e-07,0.0027134001651212595,0.4737675539559158,0.0026740356752430997,buy
2024-02-03,43199.99,43380.01,42880.0,43011.09,12033.40998,-10.70316222,0.32888484,0.00932061,3.5319803,1.8e-07,-0.004382505832045197,0.3651011327421247,0.001491988455455983,hold
2024-02-04,43011.1,43119.04,42222.0,42582.88,17066.89404,1267.18970947,0.33416161,0.00935333,12.59243877,6.4e-07,-0.010005694851545816,0.40416255077492647,0.0019249784536109114,buy
2024-02-05,42582.88,43569.76,42258.1,42708.7,29467.75905,2895.14555572,0.31696673,0.00995864,13.64202669,7e-07,0.002950351987088814,0.47911414729053087,0.002326260308406036,buy
2024-02-06,42708.7,43399.98,42574.0,43098.95,24675.85433,-502.29727706,0.23294263,0.0091614,28.86624903,1.47e-06,0.009095988310426472,0.3128520786648966,0.0008688885588935153,hold
2024-02-07,43098.96,44396.5,42788.0,44349.6,34392.59915,-4965.94812775,0.24136864,0.00786108,11.47796154,5.8e-07,0.028605054685199374,0.8783191406396563,0.018489440208323382,buy
2024-02-08,44349.6,45614.3,44331.1,45288.65,45439.62231,-5702.87371644,0.26334611,0.00546299,8.77366795,4.5e-07,0.02095275967005496,0.9602206902908218,0.022095198806782894,buy
2024-02-09,45288.66,48200.0,45242.12,47132.77,73503.481,-2951.80113279,0.23109387,0.00744581,9.41930815,4.8e-07,0.039912063594217916,0.8809427979561627,0.005330283505055672,buy
2024-02-10,47132.78,48170.0,46800.0,47751.09,24802.35936,276.7379406,0.28084071,0.00997212,9.36311256,4.8e-07,0.013033381077871586,0.6847822922071783,0.0026461701387502433,buy
2024-02-11,47751.08,48592.66,47557.16,48299.99,29958.80837,3894.8167766,0.4717966,0.01,9.85191814,5e-07,0.01142945972783506,0.9321383606757374,0.06710315389288425,buy
2024-02-12,48300.0,50334.82,47710.01,49917.27,59009.96705,-131.98478111,0.21566214,0.01,14.33035575,7.3e-07,0.03293568144658824,0.886764664259306,0.004623177916434874,buy
2024-02-13,49917.28,50368.61,48300.95,49699.59,55551.56706,-6192.56327647,0.21378414,0.01,10.02817993,5.1e-07,-0.004370351494182536,0.9626898683661378,0.032769119026162565,buy
2024-02-14,49699.6,52043.71,49225.01,51795.17,57046.37401,-304.37643119,0.38619527,0.01032452,19.35240586,9.9e-07,0.041300218103198914,0.9795058709124549,0.018860313134052183,buy
2024-02-15,51795.17,52816.62,51314.0,51880.0,53816.03055,-7113.8013484,0.20402909,0.01,14.92895709,7.6e-07,0.0016364577734705157,0.9382934349320897,0.059085816418222234,buy
2024-02-16,51880.01,52572.08,51566.0,52124.11,37772.25318,-2752.37675211,0.21446248,0.01138723,15.49050993,7.9e-07,0.004694246184426713,0.5695905801484815,0.0037339793798607155,buy
2024-02-17,52124.1,52162.82,50625.0,51642.64,25674.00622,271.68264436,0.35882179,0.01265266,10.00458191,5.1e-07,-0.009279917800631372,0.7254665947739899,0.004682558607123788,buy
2024-02-18,51642.64,52377.0,51163.28,52137.67,21992.10363,789.96371487,0.4239475,0.01634623,8.80840964,4.5e-07,0.009540032294676114,0.8960542807285752,0.01313695656559787,buy
2024-02-19,52137.68,52488.77,51677.0,51774.73,29534.99432,-518.94459972,0.28638952,0.01619108,49.44561105,2.52e-06,-0.00698552773070659,0.5726809081125319,0.001811922750754761,buy
2024-02-20,51774.74,52985.0,50760.37,52258.82,49614.47318,-75.56271678,0.36263961,0.01318822,9.23881354,4.7e-07,0.009306488030900633,0.7826948709147477,0.006369128111946434,buy
2024-02-21,52258.82,52366.8,50625.0,51849.39,43079.40049,4537.33064068,0.43733393,0.01027806,12.86900201,6.6e-07,-0.007865510526459354,0.9535445924831529,0.04033426219604403,buy
2024-02-22,51849.38,52065.78,50940.78,51288.42,35309.44574,-297.50455329,0.3342171,0.01163703,21.98117988,1.12e-06,-0.01087817419895304,0.5977107138140731,0.003345614380696371,buy
2024-02-23,51288.42,51548.54,50521.0,50744.15,30545.79544,1177.75714782,0.32928258,0.01187243,18.89731587,9.6e-07,-0.010668655359765033,0.3699456207651267,0.0014912507995072121,hold
2024-02-24,50744.15,51698.0,50585.0,51568.22,16560.4211,-186.15823514,0.28203243,0.01003332,8.58411965,4.4e-07,0.016109250933854777,0.2150728112064343,0.0006407763745580491,hold
2024-02-25,51568.21,51958.55,51279.8,51728.85,18721.63159,-915.96361322,0.26201953,0.01540486,9.00528647,4.6e-07,0.0031100616788884284,0.24271074762840253,0.001727138429982615,hold
2024-02-26,51728.85,54910.0,50901.44,54476.47,51256.72199,-7621.56520745,0.25055232,0.02574086,11.64789462,5.9e-07,0.051753212367562834,0.8523488394784321,0.14750647751483148,buy
2024-02-27,54476.48,57588.15,54450.13,57037.34,67194.98562,1840.11771894,0.20679813,0.04543725,15.05415799,7.7e-07,0.045937275755513214,0.9892839835212854,0.007814362287957448,buy
2024-02-28,57037.35,64000.0,56691.85,62432.1,118763.46984,2095.69586899,0.16599298,0.05112244,31.44370503,1.6e-06,0.09037342510456357,0.9894913257863598,0.010508640899757905,buy
2024-02-29,62432.11,63676.35,60364.7,61130.98,78425.07603,-563.95512113,0.2396773,0.0732818,22.79637665,1.16e-06,-0.021060790861507746,0.3748294356576694,0.0011889298650612768,hold
2024-03-01,61130.99,63114.23,60777.0,62387.9,47737.93473,-2103.57534494,0.25169343,0.05587864,56.89080214,2.9e-06,0.02035257099534111,0.24118529800863955,0.0009353619255354094,hold
2024-03-02,62387.9,62433.19,61561.12,61987.28,25534.73659,456.76493151,0.31963074,0.05652118,10.58262814,5.4e-07,-0.006442143609634661,0.2825748667676127,0.001196220411717146,hold
2024-03-03,61987.28,63231.88,61320.0,63113.97,28994.90903,-135.80290764,0.29874171,0.04789808,11.76617878,6e-07,0.018012936948412033,0.49149424188516166,0.0019471247456801268,buy
2024-03-04,63113.97,68499.0,62300.0,68245.71,84835.16005,-540.14326156,0.21602022,0.06250599,23.00829145,1.17e-06,0.07817243529189463,0.9896858886383191,0.010266450411555285,buy
2024-03-05,68245.71,69000.0,59005.0,63724.01,132696.7813,4875.49776884,0.20249951,0.07887387,27.16508631,1.38e-06,-0.06855316030923639,0.9779204863109044,0.022033859071998587,buy
2024-03-06,63724.01,67641.1,62779.14,66074.04,78738.85491,2643.80200309,0.19411036,0.03840476,48.85195369,2.49e-06,0.03621451680304252,0.9765847393510759,0.00324120361190962,buy
2024-03-07,66074.04,67980.0,65551.0,66823.17,53059.8869,-79.23630276,0.30760834,0.04437566,26.9912751,1.37e-06,0.011273945248864211,0.6933631034475866,0.0019875621456319284,buy
2024-03-08,66823.18,69990.0,66082.66,68124.19,74261.932842,-3674.63287351,0.30547793,0.0435441,24.85513029,1.26e-06,0.019282486315176334,0.7876239284030223,0.006677193401443456,buy
2024-03-09,68124.2,68541.1,67861.1,68313.27,19872.89743,-792.03491579,0.31187146,0.02901882,15.38749117,7.8e-07,0.0027716745979517753,0.6691301300401092,0.0024970468199360216,buy
2024-03-10,68313.28,69887.61,68094.75,68955.88,38404.66835,1276.72736655,0.40753692,0.05454584,28.23307929,1.44e-06,0.009362842188647231,0.9436894811859539,0.01203693943584945,buy
2024-03-11,68955.88,72800.0,67024.96,72078.1,75292.825726,6175.24856579,0.27836155,0.06374805,20.57079542,1.05e-06,0.044283373561153284,0.9846886561823434,0.015306522727456527,buy
2024-03-12,72078.1,73000.0,68620.82,71452.01,68783.546691,1235.96093564,0.28373736,0.04747114,15.18255531,7.7e-07,-0.008724217811494954,0.596393379976377,0.0017151390703786435,buy
2024-03-13,71452.0,73650.25,71333.31,73072.41,52659.711647,-3233.15442215,0.25346654,0.04780733,20.2069578,1.03e-06,0.022424831790492365,0.7120168854430701,0.004442041686835736,buy
2024-03-14,73072.4,73777.0,68555.0,71388.94,71757.628746,-2334.56326045,0.35745647,0.03741991,29.3477389,1.49e-06,-0.02330791194500903,0.9637883015871209,0.012575291834946115,buy
2024-03-15,71388.94,72419.71,65600.0,69499.85,103334.03546,-4530.43710399,0.36265929,0.02007064,14.59878427,7.4e-07,-0.02681836109117046,0.9731759529775131,0.02663413515784537,buy
2024-03-16,69499.84,70043.0,64780.0,65300.63,55926.95336,2118.68911364,0.27043975,0.0197725,11.55128105,5.9e-07,-0.062322910279710986,0.9891881666610377,0.010186573715365287,buy
2024-03-17,65300.64,68904.4,64533.0,68393.48,49742.21589,495.83767747,0.29775365,0.01995308,53.98408368,2.75e-06,0.046275814432356635,0.9891508011789462,0.003967738810453501,buy
2024-03-18,68393.47,68956.0,66565.2,67609.99,55691.08088,-1732.62339558,0.32180547,0.02847769,17.31236562,8.8e-07,-0.01152174525222046,0.9013023082455182,0.007952594333695037,buy
2024-03-19,67610.0,68124.11,61555.0,61937.4,101005.32487,5452.62095411,0.33091854,0.02317695,11.98202275,6.1e-07,-0.08763155563733493,0.9074387928124055,0.09256106731954485,buy
2024-03-20,61937.41,68100.0,60775.0,67840.51,90420.58592,-1908.65554963,0.27280591,0.01700925,13.0750508,6.7e-07,0.09103531158594273,0.9699366294755845,0.03006319160549169,buy
2024-03-21,67840.51,68240.47,64529.01,65501.27,53357.48002,1088.50414533,0.38055222,0.01915549,29.26297907,1.49e-06,-0.03508997737785613,0.9814037706977203,0.011454283641901163,buy
2024-03-22,65501.28,66649.62,62260.0,63796.64,51482.37821,-2128.7048351,0.35232131,0.0112868,42.82515031,2.18e-06,-0.026369007379098856,0.9821159307360378,0.009545506779523046,buy
2024-03-23,63796.64,65999.0,63000.0,63990.01,26410.11409,-924.19045096,0.42828922,0.0114912,227.68402914,1.158e-05,0.003026453038660462,0.9763054127897128,0.01593756899751302,buy
2024-03-24,63990.02,67628.69,63772.29,67209.99,31395.78015,-591.10149603,0.39005445,0.01620251,23.49854321,1.2e-06,0.04909491976870599,0.9862761478522367,0.013249133197364133,buy
2024-03-25,67210.0,71150.0,66385.06,69880.01,53431.14486,-625.11780355,0.31542654,0.02468944,56.05822837,2.85e-06,0.038957731173826136,0.9671435426556515,0.004257733493928954,buy
2024-03-26,69880.0,71561.1,69280.0,69988.0,38934.38417,3781.4192653,0.3020676,0.0258169,22.24524419,1.13e-06,0.0015441704140665396,0.8751278313116719,0.003757034771736779,buy
2024-03-27,69987.99,71769.54,68359.18,69469.99,49119.35685,2286.54620874,0.29777244,0.03279905,12.10925252,6.2e-07,-0.007428938024621631,0.542566190215705,0.001703166027825735,buy
2024-03-28,69469.99,71552.06,68903.62,70780.6,35439.03239,-1913.65650724,0.30838534,0.0271968,42.21307011,2.15e-06,0.01869009109453202,0.4124055810119355,0.0018948357479315694,buy
2024-03-29,70780.6,70916.16,69009.0,69850.54,25445.08353,1429.16107749,0.30383076,0.02542674,9.65666031,4.9e-07,-0.01322713532737063,0.2784484661558241,0.0009998128899527292,hold
2024-03-30,69850.53,70321.1,69540.0,69582.18,13644.61142,1105.62833054,0.25915179,0.03188589,11.11624325,5.7e-07,-0.0038493164497219014,0.26733405077032646,0.0007687878842437351,hold
2024-03-31,69582.17,71366.0,69562.99,71280.01,19396.34433,391.7888994,0.35393824,0.04482617,17.79196247,9e-07,0.024107423379159526,0.8038645097215608,0.005919525558880677,buy
2024-04-01,71280.0,71288.23,68062.86,69649.8,41445.32039,-1013.44482895,0.35538231,0.03517021,57.47011796,2.92e-06,-0.02313609473301786,0.9368232916380881,0.007942410867878082,buy
2024-04-02,69649.81,69674.23,64550.0,65463.99,71799.82793,-1992.73732001,0.35892863,0.01275318,24.85542918,1.26e-06,-0.06197960825197718,0.9762658869370786,0.02372130358393834,buy
2024-04-03,65463.99,66903.63,64493.07,65963.28,39887.21778,-2036.69593024,0.41416782,0.01,11.02347549,5.6e-07,0.007598003093028574,0.9728459257532032,0.019816605124636805,buy
