timestamp,actual_close,actual_high,actual_low,predicted_close,predicted_high,predicted_low,deepPredictor,open,high,low,close,volume,netflow_total,exchange_whale_ratio,funding_rates,average_dormancy,sa_average_dormancy,log_return,prob_bullish,prob_bearish,marketRegime
2024-04-05,67820.62000000001,68756.67,65952.56,67716.8847777915,69685.64670681953,66187.26181445121,sell,68487.8,68756.67,65952.56,67820.62,37915.23073,921.69237671,0.54309531,0.01,6.33856345,3.2e-07,-0.009789202703133824,1.3869666258360221e-06,0.012432303189274463,hold
2024-04-06,68896.00000000001,69692.00000000001,67447.83,67311.59734704137,69252.36471533775,65780.79071273803,sell,67820.63,69692.0,67447.83,68896.0,20134.28919,-448.8997803,0.3472924,0.01,12.19810026,6.2e-07,0.015731842680183246,3.675931463909132e-06,0.00011645551428720077,hold
2024-04-07,69360.39,70326.29,68824.0,67230.39305226089,69117.9548484087,65695.2969695568,sell,68896.0,70326.29,68824.0,69360.39,21534.74433,976.73148197,0.32930313,0.01,9.57601405,4.9e-07,0.006717834111896003,5.6974581849544494e-06,7.828675846693654e-05,hold
2024-04-08,71620.0,72797.99000000002,69043.24,67432.33819295527,69273.5301399231,65907.81992669105,sell,69360.38,72797.99,69043.24,71620.0,45723.87624,2484.33744589,0.2943964,0.0202846,9.76020528,5e-07,0.03205840927643814,0.0001453958171296416,0.0010475284815966684,hold
2024-04-09,69146.0,71758.19,68210.0,67895.10922149182,69702.78630435467,66399.12840709685,sell,71620.0,71758.19,68210.0,69146.0,39293.90242,2542.63470502,0.47239348,0.01970703,14.20033891,7.2e-07,-0.03515415339654028,4.8331504670358145e-05,0.022487977292045908,hold
2024-04-10,70631.08000000002,71172.08,67518.0,68289.6419947958,70104.22595083714,66828.0883105278,sell,69146.0,71172.08,67518.0,70631.08,42006.02377,-307.79754699,0.46447992,0.01341667,10.11356211,5.1e-07,0.02125006308303191,5.721836920539053e-06,0.002217705267188803,hold
2024-04-11,70006.23,71305.89000000001,69567.21,68559.20854773761,70384.21248733997,67096.73194379806,sell,70631.08,71305.89,69567.21,70006.23,31917.25595,-1036.26115107,0.42844029,0.01913337,8.04348322,4.1e-07,-0.00888603616768445,2.313274585364388e-05,0.002541933876866284,hold
2024-04-12,67116.52,71227.46000000002,65086.86000000001,68894.26532041312,70730.23891687393,67433.86736268997,sell,70006.22,71227.46,65086.86,67116.52,56072.86229,3311.9216826,0.29164607,0.01838348,11.64734696,5.9e-07,-0.04215402471169341,7.543411220935839e-05,0.0012226602404926774,hold
2024-04-13,63924.509999999995,67929.0,60660.57000000001,68715.14028595449,70593.81927669048,67257.25389499664,buy,67116.52,67929.0,60660.57,63924.51,71395.22019,609.04445241,0.330678,0.01,8.06079488,4.1e-07,-0.04872735746222276,9.238277909280192e-06,0.0002804388764174103,hold
2024-04-14,65661.84,65840.0,62134.0,67780.0371626115,69717.30063557625,66287.23187303543,buy,63924.52,65840.0,62134.0,65661.84,61599.17818,2412.59081424,0.35943054,0.01,9.88664157,5e-07,0.026815078915186055,5.283255453458395e-06,0.00020418466834675372,hold
2024-04-15,63419.990000000005,66867.07,62274.399999999994,66744.37012739897,68686.99037671089,65177.234830617905,buy,65661.85,66867.07,62274.4,63419.99,52389.53069,-1263.17168434,0.40707763,0.00687363,10.53046855,5.3e-07,-0.03473882339914055,2.6308084306743413e-06,0.0005077647961825157,hold
2024-04-16,63793.38999999999,64365.0,61600.0,65775.22343970538,67698.31696718931,64164.924182319635,buy,63419.99,64365.0,61600.0,63793.39,53435.29331,2527.27458418,0.38663473,0.0070393,23.90095229,1.21e-06,0.005870468536476564,4.400784652279632e-06,0.00025652670272191584,hold
2024-04-17,61277.37000000001,64499.0,59678.16,64798.26751981975,66687.05873072147,63130.34856166839,buy,63793.4,64499.0,59678.16,61277.37,50610.54509,-1498.80282757,0.42140542,0.00557326,8.96186412,4.6e-07,-0.040238973210926274,6.673585200327103e-05,0.011902921662396058,hold
2024-04-18,63470.08,64117.09,60803.35,63768.975556858786,65623.41763854027,62062.70971417427,buy,61277.38,64117.09,60803.35,63470.08,43601.60918,-2465.78394016,0.77156837,0.00236655,21.26177303,1.08e-06,0.035158006998813135,1.4033070074301626e-10,0.9994521788491103,sell
2024-04-19,63818.01,65450.0,59600.009999999995,62986.66444093824,64779.319152235985,61235.42125835418,sell,63470.09,65450.0,59600.01,63818.01,69774.30271,646.74564734,0.34072898,0.00554737,14.46494915,7.3e-07,0.005466825160537417,2.740161938242503e-05,0.0010435538111115796,hold
2024-04-20,64940.59,65419.0,63090.07,62426.910274060974,64174.5878008008,60672.68096337318,sell,63818.01,65419.0,63090.07,64940.59,23137.42975,-565.63775558,0.50199668,0.00381411,6.73915079,3.4e-07,0.01743741302682119,1.3375940431300098e-06,0.0031193505958262077,hold
2024-04-21,64941.15,65695.56,64237.5,62416.21730091334,64098.78166586161,60659.86824460029,sell,64940.58,65695.56,64237.5,64941.15,19316.42152,-761.92681818,0.48773205,0.00408288,7.32207134,3.7e-07,8.623229100669178e-06,1.5561546285703805e-06,0.0021253082546686436,hold
2024-04-22,66819.32,67232.35,64500.0,62733.953122565756,64369.95660275221,60992.28207378387,sell,64941.15,67232.35,64500.0,66819.32,31397.99371,-3899.68935614,0.43029171,0.00199741,8.20985363,4.2e-07,0.028510785110948657,2.7638662852347025e-05,0.01062990688082308,hold
2024-04-23,66414.0,67183.01,65765.81,63298.52483315707,64905.36961853504,61582.704616689676,sell,66819.32,67183.01,65765.81,66414.0,22599.90004,-2358.30715821,0.61998111,0.00215741,11.14462316,5.7e-07,-0.006084382651452649,7.49463712621826e-07,0.363232836212229,hold
2024-04-24,64289.590000000004,67070.43,63606.05999999999,64027.14593564988,65632.12560921907,62349.09333696365,sell,66414.0,67070.43,63606.06,64289.59,33595.69637,9210.14348624,0.30127348,0.0054198,28.52478966,1.45e-06,-0.03251015685090299,0.00027244327176550033,0.12526167254098158,hold
2024-04-25,64498.34,65297.939999999995,62794.0,64465.872424625166,66102.45651453733,62822.1687983036,buy,64289.58,65297.94,62794.0,64498.34,31341.46338,-924.2907526,0.33503968,0.00344511,11.22217793,5.7e-07,0.0032417662557915235,7.424149257355718e-06,0.00020877005386061572,hold
2024-04-26,63770.01000000001,64820.009999999995,63297.48000000001,64603.60112635017,66277.8563350439,62966.50849137306,buy,64498.33,64820.01,63297.48,63770.01,27085.19346,-1499.22836111,0.35571383,0.00522521,9.40093273,4.8e-07,-0.011356469895713836,2.2123877775112846e-06,0.00012311785252086695,hold
2024-04-27,63461.98000000001,63923.41000000001,62391.24,64586.06736449719,66291.95929080248,62954.454977607726,buy,63770.0,63923.41,62391.24,63461.98,20933.06052,1059.20536813,0.34769235,0.00512507,16.19712956,8.2e-07,-0.004842030716018614,2.4328312394054833e-06,8.951682887833043e-05,hold
2024-04-28,63118.62000000001,64370.0,62780.99999999999,64380.2299445665,66109.96490180492,62748.21436629295,buy,63461.98,64370.0,62781.0,63118.62,16949.20005,2190.02125234,0.26444521,0.00068245,12.54116432,6.4e-07,-0.005425173243951366,4.525965740550155e-06,7.664381758478113e-05,hold
2024-04-29,63866.00000000001,64228.35,61765.52999999999,64133.44031885148,65868.19545984268,62507.09569544792,buy,63118.62,64228.35,61765.53,63866.0,28150.22947,-640.66415311,0.39484227,0.0048765,11.64873903,5.9e-07,0.01177132522006203,3.014176779051677e-06,0.00024035864250437672,hold
2024-04-30,60671.99999999999,64733.99999999999,59191.59999999999,63833.42639616252,65567.5459420681,62218.54334759712,sell,63866.0,64734.0,59191.6,60672.0,54947.65535,6488.88372203,0.41511999,0.0099604,15.86509661,8.1e-07,-0.051304831768252054,2.706915548985128e-05,0.02103700477892857,hold
2024-05-01,58364.969999999994,60841.63,56552.82000000001,63253.3534213543,65000.52296131849,61665.950992059705,buy,60672.01,60841.63,56552.82,58364.97,81166.46823,76.48896566,0.30818763,0.00865649,11.00866915,5.6e-07,-0.03876642553474422,6.256892793221837e-06,0.00015896866312183305,hold
2024-05-02,59060.60999999999,59624.99999999999,56911.84,62161.93920135857,63931.21682077646,60562.61438560486,buy,58364.97,59625.0,56911.84,59060.61,47583.81961,1071.48837634,0.29406549,0.0021943,10.80632484,5.5e-07,0.011848323644138173,3.4894425260058436e-06,6.139114812597254e-05,hold
2024-05-03,62882.009999999995,63333.0,58811.32,61061.522157994514,62810.04910945892,59423.90669007301,buy,59060.6,63333.0,58811.32,62882.01,43628.40143,-3555.61581635,0.3073547,0.00148332,13.33919625,6.8e-07,0.06269590851696512,1.2461305876372e-05,0.0009267319932141747,hold
2024-05-04,63892.04,64540.0,62541.03,60508.02586320163,62190.24759888649,58865.35260915756,sell,62882.01,64540.0,62541.03,63892.04,24368.69282,236.67808222,0.41156408,0.00713852,6.71380744,3.4e-07,0.01593467072506892,2.1079297226321633e-06,0.00026297532765342336,hold
2024-05-05,64012.0,64646.0,62822.17,60674.64132192136,62283.855928480625,59066.26971125603,sell,63892.03,64646.0,62822.17,64012.0,18526.75029,-718.05690324,0.42285143,0.00193991,5.7147507,2.9e-07,0.0018757817997593531,1.6999655801535335e-06,0.00040385770030976263,hold
2024-05-06,63165.189999999995,65500.00000000001,62700.0,61186.109019920834,62745.46944230795,59616.14889192581,sell,64012.0,65500.0,62700.0,63165.19,34674.91949,-1104.47455089,0.38573249,0.00333887,14.64070454,7.4e-07,-0.013317207511333138,1.966064911114099e-06,0.00020804085527812653,hold
2024-05-07,62312.08,64422.409999999996,62261.0,61760.78153439403,63301.746416687965,60227.62651872635,sell,63165.18,64422.41,62261.0,62312.08,25598.79472,797.70174325,0.35067081,0.00572552,6.98895574,3.5e-07,-0.013598050793730939,2.464759975699365e-06,9.971307027342231e-05,hold
2024-05-08,61193.03,63020.22,60888.0,62207.3820240748,63755.84840297699,60692.293255281445,sell,62312.07,63020.22,60888.0,61193.03,26121.19004,531.95405374,0.39813613,0.00821188,10.90383596,5.5e-07,-0.018122013335120257,2.3748218883597695e-06,0.0002402233206742059,hold
2024-05-09,63074.01,63429.030000000006,60630.0,62351.01699738265,63928.34975361824,60837.17437343597,buy,61193.03,63429.03,60630.0,63074.01,30660.8061,-1674.37840394,0.38696471,0.00405531,7.47865842,3.8e-07,0.030275504659909153,2.5636530802926094e-06,0.0002827972654175849,hold
2024-05-10,60799.990000000005,63469.130000000005,60187.12,62401.46858513833,63998.17995339632,60882.45444898605,sell,63074.0,63469.13,60187.12,60799.99,36529.34025,1626.79229736,0.36630922,0.0061553,6.64585385,3.4e-07,-0.03671917430504504,3.8005334477037795e-06,0.00026728744400190724,hold
2024-05-11,60825.990000000005,61515.0,60487.090000000004,62299.371818450694,63924.36160981655,60793.49437537193,buy,60799.99,61515.0,60487.09,60825.99,13374.56936,45.48917225,0.44691836,0.0041181,10.60175615,5.4e-07,0.0004275402409262431,1.6296467932541353e-06,0.0006102137836161683,hold
2024-05-12,61483.99,61887.99999999999,60610.0,62077.77097603441,63712.52208799124,60558.58545703888,buy,60825.99,61888.0,60610.0,61483.99,12753.13236,1381.96195058,0.52364813,0.00710491,17.35478483,8.8e-07,0.01075965097938284,1.2060507333482435e-06,0.005659669620082891,hold
2024-05-13,62940.08,63450.0,60749.21,61872.29440925003,63502.94670134783,60347.28751196861,buy,61484.0,63450.0,60749.21,62940.08,32733.41839,172.75494602,0.38052894,0.0089677,9.11042095,4.6e-07,0.023406346968515828,3.0843949314760575e-06,0.000184153644575668,hold
2024-05-14,61577.49,63118.36,61142.77,61797.73968184949,63416.152759194374,60286.49364166259,sell,62940.09,63118.36,61142.77,61577.49,29088.72041,1358.74492333,0.36147671,0.00855385,14.12060611,7.2e-07,-0.021886781008613777,5.090157912735264e-06,0.00018695803714731537,hold
2024-05-15,66206.5,66444.16,61319.47000000001,61783.35490343571,63396.25914424658,60295.11409692764,buy,61577.49,66444.16,61319.47,66206.5,43559.74719,-6623.77725162,0.31053274,0.00147914,49.30504474,2.5e-06,0.07248226375544757,4.0935379912033304e-05,0.01675993499673191,hold
2024-05-16,65235.20999999999,66752.01,64602.77,62074.47395027877,63658.657024502754,60614.69403429031,sell,66206.51,66752.01,64602.77,65235.21,31106.3671,-490.16112683,0.34677912,0.00535606,8.5122127,4.3e-07,-0.014779291590717515,3.035791411146315e-06,0.00011728570931049314,hold
2024-05-17,67024.0,67451.2,65106.38,62754.262677851926,64325.09783565998,61349.30805892944,sell,65235.21,67451.2,65106.38,67024.0,26292.23409,-1842.52261033,0.39042739,0.00124807,9.56938044,4.9e-07,0.027051410361314365,2.705082381387746e-06,0.0003676227246292252,hold
2024-05-18,66915.2,67400.01,66600.0,63606.82295713664,65169.020466804504,62237.23007483482,sell,67024.0,67400.01,66600.0,66915.2,14441.25774,-41.41669907,0.34474888,0.00332774,6.24882396,3.2e-07,-0.0016246180943355483,2.3002845553218202e-06,8.834497011921384e-05,hold
2024-05-19,66274.01,67700.0,65857.25,64562.306572709094,66135.72140216827,63224.46578483581,sell,66915.2,67700.0,65857.25,66274.01,18025.30409,685.52226304,0.4698343,0.00641245,8.93202077,4.5e-07,-0.00962833180615985,1.5538164416913444e-06,0.0010866996788162467,hold
2024-05-20,71446.62,71515.56000000001,66060.31,65333.10431431175,66938.31807076931,64015.65721850395,sell,66274.0,71515.56,66060.31,71446.62,50816.7011,-2458.43693455,0.3200543,0.004186,11.70601543,5.9e-07,0.07515278314448008,2.0411253372126643e-05,0.0011765872485568183,hold
2024-05-21,70148.34000000001,71979.00000000001,69162.94,66218.4066192484,67846.1891746521,64931.51555891037,sell,71446.62,71979.0,69162.94,70148.34,49607.4336,7444.87155841,0.28616987,0.01219611,11.09359691,5.6e-07,-0.018338454758227797,5.124343806636509e-05,0.003455942243179679,hold
2024-05-22,69166.62000000001,70666.0,68842.19,67281.65578854205,68951.67437404394,66052.37437496184,sell,70148.34,70666.0,68842.19,69166.62,27673.18026,-3335.19897291,0.30156497,0.01117878,22.78981861,1.16e-06,-0.014093766386815483,6.402951332769654e-06,0.00017834966580445842,hold
2024-05-23,67969.65,70096.12,66312.16,68125.99971926451,69844.24921929836,66915.69633378982,sell,69166.62,70096.12,66312.16,67969.65,40513.17374,3414.19462072,0.37514018,0.01013625,18.82756675,9.6e-07,-0.017457094288918538,5.378688614577649e-06,0.0003724335045649449,hold
2024-05-24,68549.99,69250.0,66600.12,68470.66690564872,70253.57094526291,67258.02217416764,buy,67969.66,69250.0,66600.12,68549.99,28095.83664,-1426.19974127,0.40297266,0.01,13.80558199,7e-07,0.008501978114690344,2.507235713699147e-06,0.0002824202971266016,hold
2024-05-25,69290.57000000002,69610.00000000001,68500.0,68567.22133811474,70396.40301823616,67328.26224861144,buy,68549.99,69610.0,68500.0,69290.57,12130.39418,-134.90644981,0.43302026,0.01,7.04533351,3.6e-07,0.01074556177134258,2.2531925039321753e-06,0.00046246845276071917,hold
2024-05-26,68507.67,69562.23,68128.01,68707.81835972071,70554.44028198719,67444.65956773757,sell,69290.56,69562.23,68128.01,68507.67,11872.11797,-165.11101352,0.46771868,0.01,13.25417042,6.7e-07,-0.011363112097898122,1.8906781940245767e-06,0.001199783504293655,hold
2024-05-27,69436.43,70687.56000000001,68250.0,68751.44149563074,70611.49272024632,67471.94255247116,buy,68507.67,70687.56,68250.0,69436.43,23136.92737,1058.05492247,0.46133732,0.01194159,18.50037854,9.4e-07,0.013465947937329524,3.041990530832165e-06,0.0012393744849656329,hold
2024-05-28,68398.39,69591.81000000001,67277.91,68779.31046169998,70638.96380841732,67485.95306081772,sell,69436.43,69591.81,67277.91,68398.39,32622.97042,1153.90334702,0.45654192,0.01,502.97117674,2.553e-05,-0.0150623714003808,5.642163016910043e-06,0.0017619889940154712,hold
2024-05-29,67652.42,68935.68,67124.65,68653.04887106897,70525.14783680439,67348.61257247925,buy,68398.4,68935.68,67124.65,67652.42,23159.83149,3406.81301384,0.56317644,0.01179493,9.11837827,4.6e-07,-0.010966160005080427,2.27412159683591e-06,0.06144491852696536,hold
2024-05-30,68352.17000000001,69500.0,67128.0,68411.66587411881,70285.08042156696,67078.95263290405,buy,67652.41,69500.0,67128.0,68352.17,28478.2184,-2096.58880947,0.39418874,0.01043699,12.34568731,6.3e-07,0.010290184685345129,4.523350097565424e-06,0.0005237516403759168,hold
2024-05-31,67540.01,69044.10000000002,66670.0,68169.83875021935,70032.75338947773,66808.86318292617,sell,68352.17,69044.1,66670.0,67540.01,26690.32184,1031.42529919,0.38286388,0.01092737,7.39713966,3.8e-07,-0.011953148002230988,3.494733169769321e-06,0.00020691192399817962,hold
2024-06-01,67766.85,67900.0,67428.44,67899.44562767744,69754.58192944527,66516.8384552002,buy,67540.01,67900.0,67428.44,67766.85,8837.66133,729.22485275,0.41553295,0.01092109,9.40540775,4.8e-07,0.003352974306247208,3.427713962867239e-06,0.00037374438166472827,hold
2024-06-02,67765.63,68460.0,67257.47,67687.40585153103,69522.02604174614,66269.15613946914,sell,67766.84,68460.0,67257.47,67765.63,15426.32529,-1179.97302526,0.53513021,0.01033541,8.08794743,4.1e-07,-1.800306465331948e-05,1.251015752017355e-06,0.009770761217566615,hold
2024-06-03,68809.90000000001,70288.00000000001,67612.48,67517.83263069749,69332.1778357029,66073.84082093238,sell,67765.62,70288.0,67612.48,68809.9,29633.374,-2347.86983469,0.34190236,0.01152315,18.08508881,9.2e-07,0.015292495676779325,4.7780884170622415e-06,0.00018469323769031287,hold
2024-06-04,70537.84,71063.45000000001,68567.32,67495.21299843193,69286.1037838459,66042.67409424782,sell,68809.89,71063.45,68567.32,70537.84,29619.78489,-3268.31880098,0.32944969,0.01023041,10.88237195,5.5e-07,0.02480167347858517,4.889836416599206e-06,0.00021312197275537786,hold
2024-06-05,71108.0,71758.00000000001,70383.66,67735.18034073115,69504.62266147137,66289.40967226028,sell,70537.83,71758.0,70383.66,71108.0,28703.18082,-2204.23150328,0.28063169,0.01323322,10.55201195,5.4e-07,0.008050544645661345,7.225833121328336e-06,0.00010425993402174827,hold
