datetime,close_price,price_change,signal,position,trade,pnl,equity,drawdown
2024-07-06,58230.13,0.02827784241902398,buy,1,0,0.02827784241902398,-0.0282656716733794,-0.19680746735511057
2024-07-07,55857.81,-0.040740420809639244,buy,1,0,-0.040740420809639244,-0.06900609248301864,-0.2375478881647498
2024-07-08,56714.62,0.015339126256471713,buy,1,0,0.015339126256471713,-0.05366696622654693,-0.2222087619082781
2024-07-09,58050.0,0.023545604290392763,buy,1,0,0.023545604290392763,-0.030121361936154167,-0.19866315761788533
2024-07-10,57725.85,-0.005583979328165345,buy,1,0,-0.005583979328165345,-0.03570534126431951,-0.20424713694605068
2024-07-11,57339.89,-0.0066860860429079905,buy,1,0,-0.0066860860429079905,-0.0423914273072275,-0.21093322298895867
2024-07-12,57889.1,0.009578148824491928,buy,1,0,0.009578148824491928,-0.032813278482735575,-0.20135507416446674
2024-07-13,59204.02,0.02271446610847283,buy,1,0,0.02271446610847283,-0.010098812374262744,-0.1786406080559939
2024-07-14,60797.91,0.026921989418961845,buy,1,0,0.026921989418961845,0.0168231770446991,-0.15171861863703207
2024-07-15,64724.14,0.06457837119729937,buy,1,0,0.06457837119729937,0.08140154824199847,-0.0871402474397327
2024-07-16,65043.99,0.0049417419837483045,buy,1,0,0.0049417419837483045,0.08634329022574677,-0.0821985054559844
2024-07-17,64087.99,-0.014697745325894074,buy,1,0,-0.014697745325894074,0.0716455448998527,-0.09689625078187847
2024-07-18,63987.92,-0.001561447004345129,buy,1,0,-0.001561447004345129,0.07008409789550757,-0.0984576977862236
2024-07-19,66660.0,0.041759132036171875,buy,1,0,0.041759132036171875,0.11184322993167944,-0.05669856575005172
2024-07-20,67139.96,0.007200120012001321,buy,1,0,0.007200120012001321,0.11904334994368077,-0.0494984457380504
2024-07-21,68165.34,0.015272276003738927,buy,1,0,0.015272276003738927,0.1343156259474197,-0.03422616973431147
2024-07-22,67532.01,-0.009291085469536275,buy,1,0,-0.009291085469536275,0.12502454047788342,-0.04351725520384775
2024-07-23,65936.01,-0.023633237038257815,buy,1,0,-0.023633237038257815,0.1013913034396256,-0.06715049224210556
2024-07-24,65376.0,-0.00849323457697837,buy,1,0,-0.00849323457697837,0.09289806886264723,-0.07564372681908393
2024-07-25,65799.95,0.006484795643661334,buy,1,0,0.006484795643661334,0.09938286450630857,-0.0691589311754226
2024-07-26,67907.99,0.0320371064111753,buy,1,0,0.0320371064111753,0.13141997091748386,-0.0371218247642473
2024-07-27,67896.5,-0.00016919953012906053,buy,1,0,-0.00016919953012906053,0.1312507713873548,-0.03729102429437636
2024-07-28,68249.88,0.005204686544961978,buy,1,0,0.005204686544961978,0.13645545793231678,-0.032086337749414384
2024-07-29,66784.69,-0.02146802309396001,buy,1,0,-0.02146802309396001,0.11498743483835677,-0.05355436084337439
2024-07-30,66188.0,-0.008934532749946156,buy,1,0,-0.008934532749946156,0.10605290208841062,-0.06248889359332055
2024-07-31,64628.0,-0.023569227050220576,buy,1,0,-0.023569227050220576,0.08248367503819004,-0.08605812064354113
2024-08-01,65354.02,0.011233830537847433,buy,1,0,0.011233830537847433,0.09371750557603747,-0.07482429010569369
2024-08-02,61498.33,-0.05899698289408972,buy,1,0,-0.05899698289408972,0.03472052268194775,-0.1338212729997834
2024-08-03,60697.99,-0.013014011925201907,buy,1,0,-0.013014011925201907,0.021706510756745845,-0.14683528492498532
2024-08-04,58161.0,-0.04179693594466638,buy,1,0,-0.04179693594466638,-0.020090425187920535,-0.1886322208696517
2024-08-05,54018.81,-0.07121937380719046,buy,1,0,-0.07121937380719046,-0.09130979899511099,-0.25985159467684216
2024-08-06,56022.01,0.03708337891930613,buy,1,0,0.03708337891930613,-0.05422642007580486,-0.22276821575753603
2024-08-07,55134.16,-0.01584823536320812,buy,1,0,-0.01584823536320812,-0.07007465543901298,-0.23861645112074414
2024-08-08,61685.99,0.11883431252058596,buy,1,0,0.11883431252058596,0.04875965708157298,-0.11978213860015818
2024-08-09,60837.99,-0.013747043696631933,buy,1,0,-0.013747043696631933,0.03501261338494105,-0.13352918229679012
2024-08-10,60923.51,0.0014057006156844576,buy,1,0,0.0014057006156844576,0.03641831400062551,-0.13212348168110566
2024-08-11,58712.59,-0.03629009556409346,buy,1,0,-0.03629009556409346,0.000128218436532046,-0.16841357724519912
2024-08-12,59346.64,0.0107992169992841,buy,1,0,0.0107992169992841,0.010927435435816146,-0.15761436024591502
2024-08-13,60587.15,0.02090278404977952,buy,1,0,0.02090278404977952,0.03183021948559567,-0.1367115761961355
2024-08-14,58683.39,-0.031421844400999266,buy,1,0,-0.031421844400999266,0.0004083750845964018,-0.16813342059713476
2024-08-15,57541.06,-0.019465985179111134,buy,1,0,-0.019465985179111134,-0.019057610094514732,-0.1875994057762459
2024-08-16,58874.6,0.023175450712934476,buy,1,0,0.023175450712934476,0.004117840618419744,-0.16442395506331142
2024-08-17,59491.99,0.010486525598475405,buy,1,0,0.010486525598475405,0.014604366216895148,-0.15393742946483602
2024-08-18,58427.35,-0.017895518371464747,buy,1,0,-0.017895518371464747,-0.0032911521545695988,-0.17183294783630076
2024-08-19,59438.5,0.017306107499313272,buy,1,0,0.017306107499313272,0.014014955344743674,-0.1545268403369875
2024-08-20,59013.8,-0.007145200501358473,buy,1,0,-0.007145200501358473,0.006869754843385201,-0.16167204083834597
2024-08-21,61156.03,0.03630049242719502,buy,1,0,0.03630049242719502,0.04317024727058022,-0.12537154841115095
2024-08-22,60375.84,-0.012757368324922358,buy,1,0,-0.012757368324922358,0.030412878945657862,-0.1381289167360733
2024-08-23,64037.24,0.06064346268308651,buy,1,0,0.06064346268308651,0.09105634162874437,-0.07748545405298679
2024-08-24,64157.01,0.0018703179587378216,buy,1,0,0.0018703179587378216,0.0929266595874822,-0.07561513609424897
2024-08-25,64220.0,0.0009818100937060148,buy,1,0,0.0009818100937060148,0.09390846968118821,-0.07463332600054295
2024-08-26,62834.0,-0.021582061663033336,buy,1,0,-0.021582061663033336,0.07232640801815488,-0.09621538766357629
2024-08-27,59415.0,-0.05441321577489899,buy,1,0,-0.05441321577489899,0.017913192243255882,-0.15062860343847528
2024-08-28,59034.9,-0.006397374400403888,buy,1,0,-0.006397374400403888,0.011515817842851994,-0.15702597783887917
2024-08-29,59359.01,0.0054901422717748005,buy,1,0,0.0054901422717748005,0.017005960114626795,-0.15153583556710437
2024-08-30,59123.99,-0.003959297838693754,buy,1,0,-0.003959297838693754,0.01304666227593304,-0.15549513340579812
2024-08-31,58973.99,-0.0025370412247210927,buy,1,0,-0.0025370412247210927,0.010509621051211948,-0.15803217463051922
2024-09-01,57301.86,-0.028353686091105557,buy,1,0,-0.028353686091105557,-0.01784406503989361,-0.18638586072162477
2024-09-02,59132.13,0.03194084799341579,buy,1,0,0.03194084799341579,0.01409678295352218,-0.15444501272820899
2024-09-03,57487.73,-0.0278089086254798,buy,1,0,-0.0278089086254798,-0.01371212567195762,-0.18225392135368879
2024-09-04,57970.9,0.008404750022309004,buy,1,0,0.008404750022309004,-0.005307375649648616,-0.17384917133137978
2024-09-05,56180.0,-0.030893086013844884,buy,1,0,-0.030893086013844884,-0.0362004616634935,-0.20474225734522467
2024-09-06,53962.97,-0.03946297614809535,buy,1,0,-0.03946297614809535,-0.07566343781158885,-0.24420523349332002
2024-09-07,54160.86,0.0036671443399056702,buy,1,0,0.0036671443399056702,-0.07199629347168318,-0.24053808915341435
2024-09-08,54869.95,0.013092295801802267,buy,1,0,0.013092295801802267,-0.058903997669880914,-0.22744579335161208
2024-09-09,57042.0,0.03958541970605056,buy,1,0,0.03958541970605056,-0.019318577963830352,-0.18786037364556152
2024-09-10,57635.99,0.010413204305599333,buy,1,0,0.010413204305599333,-0.00890537365823102,-0.17744716933996219
2024-09-11,57338.0,-0.005170207018218909,buy,1,0,-0.005170207018218909,-0.014075580676449928,-0.1826173763581811
2024-09-12,58132.32,0.013853291011196811,buy,1,0,0.013853291011196811,-0.000222289665253117,-0.16876408534698428
2024-09-13,60498.0,0.04069474605520651,buy,1,0,0.04069474605520651,0.04047245638995339,-0.12806933929177777
2024-09-14,59993.03,-0.008346887500413236,buy,1,0,-0.008346887500413236,0.03212556888954016,-0.136416226792191
2024-09-15,59132.0,-0.014352167243428138,buy,1,0,-0.014352167243428138,0.01777340164611202,-0.15076839403561915
2024-09-16,58213.99,-0.01552475816816612,buy,1,0,-0.01552475816816612,0.0022486434779458997,-0.16629315220378527
2024-09-17,60313.99,0.03607380287796791,buy,1,0,0.03607380287796791,0.03832244635591381,-0.13021934932581736
2024-09-18,61759.99,0.023974537250810224,buy,1,0,0.023974537250810224,0.06229698360672403,-0.10624481207500713
2024-09-19,62947.99,0.019235754409934414,buy,1,0,0.019235754409934414,0.08153273801665845,-0.08700905766507272
2024-09-20,63201.05,0.004020144249244684,buy,1,0,0.004020144249244684,0.08555288226590313,-0.08298891341582804
2024-09-21,63348.96,0.0023403092195461994,buy,1,0,0.0023403092195461994,0.08789319148544933,-0.08064860419628184
2024-09-22,63578.76,0.003627526008319615,buy,1,0,0.003627526008319615,0.09152071749376894,-0.07702107818796222
2024-09-23,63339.99,-0.0037554994781276996,buy,1,0,-0.0037554994781276996,0.08776521801564124,-0.08077657766608992
2024-09-24,64262.7,0.014567574134444872,buy,1,0,0.014567574134444872,0.10233279215008612,-0.06620900353164505
2024-09-25,63152.01,-0.017283587524333677,buy,1,0,-0.017283587524333677,0.08504920462575244,-0.08349259105597873
2024-09-26,65173.99,0.03201766657941674,buy,1,0,0.03201766657941674,0.11706687120516918,-0.05147492447656199
2024-09-27,65769.95,0.009144138635673427,buy,1,0,0.009144138635673427,0.1262110098408426,-0.04233078584088856
2024-09-28,65858.0,0.0013387572896133015,buy,1,0,0.0013387572896133015,0.1275497671304559,-0.04099202855127526
2024-09-29,65602.01,-0.0038869993015275828,buy,1,0,-0.0038869993015275828,0.12366276782892832,-0.044879027852802844
2024-09-30,63327.59,-0.03466997428889751,buy,1,0,-0.03466997428889751,0.08899279354003081,-0.07954900214170035
2024-10-01,60805.78,-0.03982166382772501,buy,1,0,-0.03982166382772501,0.049171129712305806,-0.11937066596942536
2024-10-02,60649.28,-0.002573768480562233,buy,1,0,-0.002573768480562233,0.04659736123174357,-0.1219444344499876
2024-10-03,60752.71,0.001705378860227258,buy,1,0,0.001705378860227258,0.04830274009197083,-0.12023905558976034
2024-10-04,62086.0,0.021946181495442696,buy,1,0,0.021946181495442696,0.07024892158741353,-0.09829287409431764
2024-10-05,62058.0,-0.00045098734014104025,buy,1,0,-0.00045098734014104025,0.06979793424727249,-0.09874386143445868
2024-10-06,62819.91,0.012277385671468632,buy,1,0,0.012277385671468632,0.08207531991874112,-0.08646647576299005
2024-10-07,62224.0,-0.009486005312646983,buy,1,0,-0.009486005312646983,0.07258931460609414,-0.09595248107563703
2024-10-08,62160.49,-0.001020667266649511,buy,1,0,-0.001020667266649511,0.07156864733944462,-0.09697314834228654
2024-10-09,60636.02,-0.02452474232426416,buy,1,0,-0.02452474232426416,0.047043905015180465,-0.1214978906665507
2024-10-10,60326.39,-0.005106370767738344,buy,1,0,-0.005106370767738344,0.04193753424744212,-0.12660426143428904
2024-10-11,62540.0,0.036693891346722296,buy,1,0,0.036693891346722296,0.07863142559416442,-0.08991037008756675
2024-10-12,63206.22,0.010652702270546932,buy,1,0,0.010652702270546932,0.08928412786471135,-0.07925766781701982
2024-10-13,62870.02,-0.005319096759781039,buy,1,0,-0.005319096759781039,0.08396503110493031,-0.08457676457680086
2024-10-14,66083.99,0.051120868102157546,buy,1,0,0.051120868102157546,0.13508589920708786,-0.03345589647464331
2024-10-15,67074.14,0.014983205463229288,buy,1,0,0.014983205463229288,0.15006910467031714,-0.018472691011414022
2024-10-16,67620.01,0.008138307848598592,buy,1,0,0.008138307848598592,0.15820741251891574,-0.01033438316281543
2024-10-17,67421.78,-0.0029315286998625734,buy,1,0,-0.0029315286998625734,0.15527588381905316,-0.013265911862678004
2024-10-18,68428.0,0.014924257413553965,buy,1,0,0.014924257413553965,0.17020014123260713,0.0
2024-10-19,68378.0,-0.000730695037119311,buy,1,0,-0.000730695037119311,0.16946944619548782,-0.000730695037119311
2024-10-20,69031.99,0.00956433355757702,buy,1,0,0.00956433355757702,0.17903377975306484,0.0
2024-10-21,67377.5,-0.023967004283086846,buy,1,0,-0.023967004283086846,0.155066775469978,-0.023967004283086846
2024-10-22,67426.0,0.0007198248673518926,buy,1,0,0.0007198248673518926,0.15578660033732988,-0.023247179415734953
2024-10-23,66668.65,-0.011232313944175898,buy,1,0,-0.011232313944175898,0.14455428639315399,-0.03447949335991085
2024-10-24,68198.28,0.022943767422919148,buy,1,0,0.022943767422919148,0.16749805381607313,-0.011535725936991703
2024-10-25,66698.33,-0.02199395644582236,buy,1,0,-0.02199395644582236,0.14550409737025077,-0.03352968238281406
2024-10-26,67092.76,0.005913641316056761,buy,1,0,0.005913641316056761,0.15141773868630753,-0.027616041066757302
2024-10-27,68021.7,0.013845607186230069,sell,-1,2,0.0018456071862300687,0.1532633458725376,-0.025770433880527244
2024-10-28,69962.21,0.028527808037729363,buy,1,2,-0.04052780803772936,0.11273553783480823,-0.0662982419182566
2024-10-29,72736.42,0.03965297837218107,buy,1,0,0.03965297837218107,0.1523885162069893,-0.026645263546075548
2024-10-30,72344.74,-0.00538492271134583,buy,1,0,-0.00538492271134583,0.14700359349564346,-0.03203018625742138
2024-10-31,70292.01,-0.028374281253896405,buy,1,0,-0.028374281253896405,0.11862931224174705,-0.06040446751131778
