datetime,close_price,price_change,signal,position,trade,pnl,equity,drawdown
2024-03-02,61987.28,0.0,buy,0,0,0.0,0.0,0.0
2024-03-03,63113.97,0.018176148396896963,buy,1,1,-0.006,-0.006,-0.006
2024-03-04,68245.71,0.08130909844524137,buy,1,0,0.08130909844524137,0.07530909844524136,0.0
2024-03-05,63724.01,-0.0662561793261438,buy,1,0,-0.0662561793261438,0.009052919119097558,-0.0662561793261438
2024-03-06,66074.04,0.03687825044280779,buy,1,0,0.03687825044280779,0.04593116956190535,-0.029377928883336013
2024-03-07,66823.17,0.011337735667442228,buy,1,0,0.011337735667442228,0.05726890522934758,-0.018040193215893785
2024-03-08,68124.19,0.01946959415424332,buy,1,0,0.01946959415424332,0.0767384993835909,0.0
2024-03-09,68313.27,0.002775519239201163,buy,1,0,0.002775519239201163,0.07951401862279206,0.0
2024-03-10,68955.88,0.009406810711886537,buy,1,0,0.009406810711886537,0.0889208293346786,0.0
2024-03-11,72078.1,0.04527851721999632,buy,1,0,0.04527851721999632,0.13419934655467491,0.0
2024-03-12,71452.01,-0.008686272251904659,buy,1,0,-0.008686272251904659,0.12551307430277026,-0.008686272251904659
2024-03-13,73072.41,0.02267815838910625,buy,1,0,0.02267815838910625,0.1481912326918765,0.0
2024-03-14,71388.94,-0.02303838069662678,buy,1,0,-0.02303838069662678,0.12515285199524973,-0.02303838069662678
2024-03-15,69499.85,-0.026461942143979122,buy,1,0,-0.026461942143979122,0.0986909098512706,-0.049500322840605904
2024-03-16,65300.63,-0.06042056205876711,buy,1,0,-0.06042056205876711,0.03827034779250349,-0.10992088489937302
2024-03-17,68393.48,0.04736324902225286,buy,1,0,0.04736324902225286,0.08563359681475635,-0.06255763587712015
2024-03-18,67609.99,-0.011455624132592601,buy,1,0,-0.011455624132592601,0.07417797268216375,-0.07401326000971276
2024-03-19,61937.4,-0.08390165417862072,buy,1,0,-0.08390165417862072,-0.00972368149645697,-0.15791491418833348
2024-03-20,67840.51,0.09530768162693293,buy,1,0,0.09530768162693293,0.08558400013047596,-0.06260723256140055
2024-03-21,65501.27,-0.034481462477213065,buy,1,0,-0.034481462477213065,0.05110253765326289,-0.09708869503861361
2024-03-22,63796.64,-0.026024380901316868,buy,1,0,-0.026024380901316868,0.025078156751946024,-0.12311307593993048
2024-03-23,63990.01,0.003031037371247214,buy,1,0,0.003031037371247214,0.028109194123193237,-0.12008203856868327
2024-03-24,67209.99,0.05032004214407837,buy,1,0,0.05032004214407837,0.07842923626727161,-0.0697619964246049
2024-03-25,69880.01,0.039726534701165495,buy,1,0,0.039726534701165495,0.1181557709684371,-0.030035461723439405
2024-03-26,69988.0,0.0015453632591067024,buy,1,0,0.0015453632591067024,0.1197011342275438,-0.028490098464332703
2024-03-27,69469.99,-0.007401411670572067,buy,1,0,-0.007401411670572067,0.11229972255697174,-0.03589151013490477
2024-03-28,70780.6,0.018865844086057848,buy,1,0,0.018865844086057848,0.13116556664302959,-0.01702566604884692
2024-03-29,69850.54,-0.01314004119772949,buy,1,0,-0.01314004119772949,0.1180255254453001,-0.030165707246576412
2024-03-30,69582.18,-0.0038419173280550556,buy,1,0,-0.0038419173280550556,0.11418360811724504,-0.03400762457463147
2024-03-31,71280.01,0.024400356528065048,buy,1,0,0.024400356528065048,0.1385839646453101,-0.00960726804656642
2024-04-01,69649.8,-0.022870507453632394,buy,1,0,-0.022870507453632394,0.1157134571916777,-0.03247777550019881
2024-04-02,65463.99,-0.0600979471584987,buy,1,0,-0.0600979471584987,0.055615510033178994,-0.09257572265869751
2024-04-03,65963.28,0.007626941162614864,buy,1,0,0.007626941162614864,0.06324245119579386,-0.08494878149608265
2024-04-04,68487.79,0.03827144435510177,buy,1,0,0.03827144435510177,0.10151389555089563,-0.04667733714098088
2024-04-05,67820.62,-0.009741444423889245,buy,1,0,-0.009741444423889245,0.09177245112700638,-0.056418781564870124
2024-04-06,68896.0,0.01585623959202964,buy,1,0,0.01585623959202964,0.10762869071903602,-0.04056254197284048
2024-04-07,69360.39,0.006740449372967916,buy,1,0,0.006740449372967916,0.11436914009200394,-0.033822092599872566
2024-04-08,71620.0,0.03257781566683815,buy,1,0,0.03257781566683815,0.1469469557588421,-0.0012442769330344161
2024-04-09,69146.0,-0.034543423624685876,buy,1,0,-0.034543423624685876,0.11240353213415621,-0.03578770055772029
2024-04-10,70631.08,0.02147745350417951,buy,1,0,0.02147745350417951,0.13388098563833573,-0.014310247053540781
2024-04-11,70006.23,-0.008846672031632585,buy,1,0,-0.008846672031632585,0.12503431360670314,-0.023156919085173366
2024-04-12,67116.52,-0.04127789769567636,buy,1,0,-0.04127789769567636,0.08375641591102678,-0.06443481678084972
2024-04-13,63924.51,-0.047559229828960214,buy,1,0,-0.047559229828960214,0.03619718608206657,-0.11199404660980994
2024-04-14,65661.84,0.027177838359652595,buy,1,0,0.027177838359652595,0.06337502444171916,-0.08481620825015734
2024-04-15,63419.99,-0.034142357265650736,buy,1,0,-0.034142357265650736,0.029232667176068428,-0.11895856551580808
2024-04-16,63793.39,0.005887733504845949,buy,1,0,0.005887733504845949,0.035120400680914377,-0.11307083201096213
2024-04-17,61277.37,-0.03944013635268473,buy,1,0,-0.03944013635268473,-0.004319735671770353,-0.15251096836364686
2024-04-18,63470.08,0.03578335689015377,sell,-1,2,0.023783356890153772,0.01946362121838342,-0.1287276114734931
2024-04-19,63818.01,0.005481795516879773,buy,1,2,-0.017481795516879773,0.0019818257015036464,-0.14620940699037285
2024-04-20,64940.59,0.017590332258871744,buy,1,0,0.017590332258871744,0.01957215796037539,-0.1286190747315011
2024-04-21,64941.15,8.623266280816111e-06,buy,1,0,8.623266280816111e-06,0.019580781226656206,-0.1286104514652203
2024-04-22,66819.32,0.028921107802987844,buy,1,0,0.028921107802987844,0.04850188902964405,-0.09968934366223245
2024-04-23,66414.0,-0.0060659102786441155,sell,-1,2,-0.018065910278644116,0.030435978750999935,-0.11775525394087658
2024-04-24,64289.59,-0.031987382178456425,buy,1,2,0.019987382178456425,0.05042336092945636,-0.09776787176242015
2024-04-25,64498.34,0.003247026462604552,buy,1,0,0.003247026462604552,0.05367038739206091,-0.0945208452998156
2024-04-26,63770.01,-0.0112922286061935,buy,1,0,-0.0112922286061935,0.04237815878586741,-0.1058130739060091
2024-04-27,63461.98,-0.004830326982856015,buy,1,0,-0.004830326982856015,0.0375478318030114,-0.11064340088886511
2024-04-28,63118.62,-0.0054104835682718955,buy,1,0,-0.0054104835682718955,0.0321373482347395,-0.116053884457137
2024-04-29,63866.0,0.01184087991784355,buy,1,0,0.01184087991784355,0.04397822815258305,-0.10421300453929346
2024-04-30,60672.0,-0.05001096044843889,buy,1,0,-0.05001096044843889,-0.006032732295855839,-0.15422396498773233
2024-05-01,58364.97,-0.03802462420886077,buy,1,0,-0.03802462420886077,-0.04405735650471661,-0.1922485891965931
2024-05-02,59060.61,0.011918793070569533,buy,1,0,0.011918793070569533,-0.032138563434147074,-0.18032979612602357
2024-05-03,62882.01,0.06470302287768459,buy,1,0,0.06470302287768459,0.032564459443537516,-0.11562677324833899
2024-05-04,63892.04,0.016062304624168355,buy,1,0,0.016062304624168355,0.04862676406770587,-0.09956446862417064
2024-05-05,64012.0,0.0018775421789631874,buy,1,0,0.0018775421789631874,0.05050430624666906,-0.09768692644520745
2024-05-06,63165.19,-0.013228925826407556,buy,1,0,-0.013228925826407556,0.0372753804202615,-0.110915852271615
2024-05-07,62312.08,-0.013506014942723965,buy,1,0,-0.013506014942723965,0.023769365477537538,-0.12442186721433897
2024-05-08,61193.03,-0.01795879707433945,buy,1,0,-0.01795879707433945,0.005810568403198088,-0.1423806642886784
2024-05-09,63074.01,0.030738468090238502,buy,1,0,0.030738468090238502,0.03654903649343659,-0.11164219619843992
2024-05-10,60799.99,-0.03605320162773862,buy,1,0,-0.03605320162773862,0.0004958348656979722,-0.14769539782617852
2024-05-11,60825.99,0.0004276316492815013,buy,1,0,0.0004276316492815013,0.0009234665149794735,-0.14726776617689702
2024-05-12,61483.99,0.010817744191257805,buy,1,0,0.010817744191257805,0.011741210706237279,-0.1364500219856392
2024-05-13,62940.08,0.02368242529478004,buy,1,0,0.02368242529478004,0.03542363600101732,-0.11276759669085919
2024-05-14,61577.49,-0.021649003306001613,buy,1,0,-0.021649003306001613,0.013774632695015707,-0.13441659999686079
2024-05-15,66206.5,0.0751737363767182,buy,1,0,0.0751737363767182,0.08894836907173391,-0.0592428636201426
2024-05-16,65235.21,-0.014670613912531216,buy,1,0,-0.014670613912531216,0.0742777551592027,-0.07391347753267381
2024-05-17,67024.0,0.027420621471134998,buy,1,0,0.027420621471134998,0.10169837663033769,-0.046492856061538815
2024-05-18,66915.2,-0.0016232991167343114,buy,1,0,-0.0016232991167343114,0.10007507751360338,-0.048116155178273126
2024-05-19,66274.01,-0.009582127827459264,buy,1,0,-0.009582127827459264,0.09049294968614412,-0.05769828300573239
2024-05-20,71446.62,0.07804884599558704,buy,1,0,0.07804884599558704,0.16854179568173117,0.0
2024-05-21,70148.34,-0.018171328468722492,buy,1,0,-0.018171328468722492,0.15037046721300867,-0.018171328468722492
2024-05-22,69166.62,-0.013994914206095221,buy,1,0,-0.013994914206095221,0.13637555300691345,-0.03216624267481771
2024-05-23,67969.65,-0.017305602037514634,buy,1,0,-0.017305602037514634,0.11906995096939882,-0.04947184471233235
2024-05-24,68549.99,0.008538222574340226,buy,1,0,0.008538222574340226,0.12760817354373905,-0.04093362213799212
2024-05-25,69290.57,0.010803502670095222,buy,1,0,0.010803502670095222,0.13841167621383427,-0.0301301194678969
2024-05-26,68507.67,-0.011298795781301996,buy,1,0,-0.011298795781301996,0.12711288043253227,-0.041428915249198894
2024-05-27,69436.43,0.01355702215532939,buy,1,0,0.01355702215532939,0.14066990258786166,-0.027871893093869504
2024-05-28,68398.39,-0.014949501292044975,buy,1,0,-0.014949501292044975,0.12572040129581669,-0.04282139438591448
2024-05-29,67652.42,-0.010906250863507161,buy,1,0,-0.010906250863507161,0.11481415043230953,-0.05372764524942164
2024-05-30,68352.17,0.01034331070492378,buy,1,0,0.01034331070492378,0.1251574611372333,-0.04338433454449786
2024-05-31,67540.01,-0.011881992919902995,buy,1,0,-0.011881992919902995,0.11327546821733031,-0.055266327464400855
2024-06-01,67766.85,0.0033586018124664996,buy,1,0,0.0033586018124664996,0.11663407002979681,-0.051907725651934356
2024-06-02,67765.63,-1.8002902599123516e-05,buy,1,0,-1.8002902599123516e-05,0.11661606712719769,-0.05192572855453348
2024-06-03,68809.9,0.015410024226145236,buy,1,0,0.015410024226145236,0.13202609135334292,-0.03651570432838824
2024-06-04,70537.84,0.025111793506457758,buy,1,0,0.025111793506457758,0.15713788485980068,-0.011403910821930485
2024-06-05,71108.0,0.00808303741651284,buy,1,0,0.00808303741651284,0.16522092227631352,-0.003320873405417646
2024-06-06,70799.06,-0.004344658828823844,buy,1,0,-0.004344658828823844,0.16087626344748968,-0.00766553223424149
2024-06-07,69355.6,-0.020388123797123736,buy,1,0,-0.020388123797123736,0.14048813965036594,-0.028053656031365226
2024-06-08,69310.46,-0.0006508486697541782,buy,1,0,-0.0006508486697541782,0.13983729098061176,-0.028704504701119404
2024-06-09,69648.14,0.004871991904252138,buy,1,0,0.004871991904252138,0.1447092828848639,-0.023832512796867267
2024-06-10,69540.0,-0.0015526617078359672,buy,1,0,-0.0015526617078359672,0.14315662117702793,-0.025385174504703234
2024-06-11,67314.24,-0.032006902502156986,buy,1,0,-0.032006902502156986,0.11114971867487095,-0.05739207700686022
2024-06-12,68263.99,0.014109198885703833,buy,1,0,0.014109198885703833,0.12525891756057478,-0.04328287812115639
2024-06-13,66773.01,-0.021841383722223218,buy,1,0,-0.021841383722223218,0.10341753383835156,-0.0651242618433796
2024-06-14,66043.99,-0.010917884336799966,buy,1,0,-0.010917884336799966,0.0924996495015516,-0.07604214618017957
2024-06-15,66228.25,0.0027899586321176173,buy,1,0,0.0027899586321176173,0.09528960813366921,-0.07325218754806195
2024-06-16,66676.87,0.006773846508098869,buy,1,0,0.006773846508098869,0.10206345464176808,-0.06647834103996308
2024-06-17,66504.33,-0.002587703951910103,buy,1,0,-0.002587703951910103,0.09947575068985798,-0.06906604499187319
2024-06-18,65175.32,-0.019983811580388866,buy,1,0,-0.019983811580388866,0.07949193910946911,-0.08904985657226205
2024-06-19,64974.37,-0.0030832222994838787,buy,1,0,-0.0030832222994838787,0.07640871680998523,-0.09213307887174593
2024-06-20,64869.99,-0.0016064796011104887,buy,1,0,-0.0016064796011104887,0.07480223720887474,-0.09373955847285642
2024-06-21,64143.56,-0.011198244365383747,buy,1,0,-0.011198244365383747,0.063603992843491,-0.10493780283824017
2024-06-22,64262.01,0.0018466390078755168,buy,1,0,0.0018466390078755168,0.06545063185136651,-0.10309116383036465
2024-06-23,63210.01,-0.016370480786393027,buy,1,0,-0.016370480786393027,0.04908015106497349,-0.11946164461675768
2024-06-24,60293.3,-0.04614316624851034,buy,1,0,-0.04614316624851034,0.0029369848164631507,-0.16560481086526802
2024-06-25,61806.01,0.025089189014368074,buy,1,0,0.025089189014368074,0.028026173830831225,-0.14051562185089994
2024-06-26,60864.99,-0.015225380185519222,buy,1,0,-0.015225380185519222,0.012800793645312003,-0.15574100203641916
2024-06-27,61706.47,0.013825353458531753,buy,1,0,0.013825353458531753,0.026626147103843756,-0.1419156485778874
2024-06-28,60427.84,-0.020721165868020086,buy,1,0,-0.020721165868020086,0.00590498123582367,-0.1626368144459075
2024-06-29,60986.68,0.009248055201046546,buy,1,0,0.009248055201046546,0.015153036436870215,-0.15338875924486095
2024-06-30,62772.01,0.029274097229099905,buy,1,0,0.029274097229099905,0.04442713366597012,-0.12411466201576105
2024-07-01,62899.99,0.002038806786655245,buy,1,0,0.002038806786655245,0.046465940452625365,-0.1220758552291058
2024-07-02,62135.47,-0.01215453293394797,buy,1,0,-0.01215453293394797,0.034311407518677395,-0.13423038816305377
2024-07-03,60208.58,-0.031011111688702075,buy,1,0,-0.031011111688702075,0.0033002958299753193,-0.16524149985175585
2024-07-04,57050.01,-0.05246046327616427,buy,1,0,-0.05246046327616427,-0.04916016744618895,-0.21770196312792012
2024-07-05,56628.79,-0.007383346646214428,buy,1,0,-0.007383346646214428,-0.05654351409240338,-0.22508530977413455
