,timestamp,actual_close,predicted_close,deepPredictor
61,2020-03-02,8915.24,9392.602987859846,sell
62,2020-03-03,8760.07,9128.006919216066,sell
63,2020-03-04,8750.87,8853.151718334853,sell
64,2020-03-05,9054.68,8644.051330075488,buy
65,2020-03-06,9131.88,8609.753899470494,buy
66,2020-03-07,8886.66,8764.125051262603,buy
67,2020-03-08,8033.3099999999995,8955.554701136873,sell
68,2020-03-09,7929.869999999999,9093.468806527331,sell
69,2020-03-10,7894.56,9032.26732505478,sell
70,2020-03-11,7934.520000000001,8933.582529938669,sell
71,2020-03-12,4800.0,8764.075045470447,sell
72,2020-03-13,5578.6,8202.121403147243,sell
73,2020-03-14,5172.06,7220.166308443844,sell
74,2020-03-15,5361.3,6542.20857519608,sell
75,2020-03-16,5028.97,6112.750887316056,sell
76,2020-03-17,5312.64,5805.617648614012,sell
77,2020-03-18,5393.04,5742.494624476293,sell
78,2020-03-19,6162.37,5771.794688854683,sell
79,2020-03-20,6208.36,5857.790747883171,buy
80,2020-03-21,6186.98,6037.640785466396,buy
81,2020-03-22,5816.19,6195.925942018367,sell
82,2020-03-23,6467.31,6257.045404644907,sell
83,2020-03-24,6744.72,6300.843935759514,buy
84,2020-03-25,6677.43,6370.046343977005,buy
85,2020-03-26,6737.36,6472.283653383516,buy
86,2020-03-27,6359.11,6543.996165429689,buy
87,2020-03-28,6236.65,6484.664526708685,sell
88,2020-03-29,5881.42,6371.410754352696,sell
89,2020-03-30,6394.38,6070.66166633986,sell
90,2020-03-31,6410.44,5921.149722248129,buy
91,2020-04-01,6642.92,5904.322305843831,buy
92,2020-04-02,6794.09,5919.779002730436,buy
93,2020-04-03,6734.1,6120.20922784891,buy
94,2020-04-04,6856.99,6328.420728101917,buy
95,2020-04-05,6772.78,6585.5012065909805,buy
96,2020-04-06,7329.9,6692.320822465606,buy
97,2020-04-07,7197.32,6744.7747953897715,buy
98,2020-04-08,7361.28,6801.779762743972,buy
99,2020-04-09,7283.54,6904.1411519431695,buy
100,2020-04-10,6858.92,6969.292857324109,buy
101,2020-04-11,6876.83,6966.355133870915,sell
102,2020-04-12,6903.79,6965.297768405937,sell
103,2020-04-13,6837.91,6898.602192610167,buy
104,2020-04-14,6868.7,6868.630496698581,sell
105,2020-04-15,6621.24,6827.262854629756,buy
106,2020-04-16,7101.94,6738.68834273424,sell
107,2020-04-17,7027.55,6723.716281422078,buy
108,2020-04-18,7248.6,6752.84629105635,buy
109,2020-04-19,7120.74,6738.348116410039,buy
110,2020-04-20,6826.83,6747.121562542207,buy
111,2020-04-21,6841.37,6784.922670005076,buy
112,2020-04-22,7125.14,6844.9366307498885,sell
113,2020-04-23,7482.39,6859.54533221718,buy
114,2020-04-24,7505.0,6959.354089297168,buy
115,2020-04-25,7538.67,7087.013735888712,buy
116,2020-04-26,7693.1,7240.430571535193,buy
117,2020-04-27,7774.62,7353.2298519951855,buy
118,2020-04-28,7738.98,7367.419813371152,buy
119,2020-04-29,8778.57,7478.623114576824,buy
120,2020-04-30,8620.0,7676.681803318709,buy
121,2020-05-01,8826.96,8006.338211620376,buy
122,2020-05-02,8972.05,8194.008313877843,buy
