timestamp,actual_close,actual_high,actual_low,predicted_close,predicted_high,predicted_low,deepPredictor,open,high,low,close,volume,netflow_total,exchange_whale_ratio,funding_rates,average_dormancy,sa_average_dormancy,log_return,prob_bullish,prob_bearish,marketRegime
2023-08-01 01:00:00,29195.569999999996,29344.2,29168.000000000004,30285.088947975488,30175.44834747329,29934.730112665893,buy,29281.02,29344.2,29168.0,29195.57,423.3363873,-505.19279913,0.74840238,0.0075666,4.9985471,2.6e-07,-0.0029228806340325605,8.864275719824358e-32,6.74817377287053e-48,neutral
2023-08-01 02:00:00,28924.029999999995,29216.540000000005,28738.31,30521.465297625662,30351.83285358116,30321.098679699302,buy,29195.57,29216.54,28738.31,28924.03,1788.7930007,246.19038679,0.74669165,0.00413652,4.9985471,2.6e-07,-0.009344247922881624,0.00026839929954776686,1.5671082066620995e-06,neutral
2023-08-01 03:00:00,28826.98,28945.849999999995,28807.66,30542.675323529988,30356.227766920103,30440.128657618166,buy,28923.56,28945.85,28807.66,28826.98,538.79839727,-396.5408361,0.85301792,0.00306817,4.9985471,2.6e-07,-0.003360983344120599,1.6189283770251157e-05,3.198467799957372e-07,neutral
2023-08-01 04:00:00,28855.37,28915.0,28477.0,30403.52936873317,30188.74088245764,30377.94372019112,buy,28826.54,28915.0,28477.0,28855.37,1063.84450851,1048.80426239,0.70615008,0.0038023,4.9985471,2.6e-07,0.0009843566460932872,0.00017031856647819113,1.8574231398819257e-09,neutral
2023-08-01 05:00:00,28911.960000000003,28914.91,28840.590000000004,30163.622300350966,29937.61054739207,30175.826098974347,buy,28854.79,28914.91,28840.59,28911.96,164.77990236,-348.46984064,0.74961995,0.00572393,4.9985471,2.6e-07,0.001959239525257151,1.3075497458346569e-05,3.0632835286474856e-07,neutral
2023-08-01 06:00:00,28907.74,28965.56,28892.35,29925.963534552455,29680.503580238594,29953.957344802024,buy,28909.16,28965.56,28892.35,28907.74,162.72571507,595.81402023,0.84423458,0.00702428,4.9985471,2.6e-07,-0.00014597101013983475,2.256788185906763e-05,6.639558202912664e-08,neutral
2023-08-01 07:00:00,28925.189999999995,28934.410000000003,28888.740000000005,29715.036680852474,29457.061671038195,29737.931490002276,buy,28907.74,28934.41,28888.74,28925.19,421.12001296,-313.12667893,0.78675562,0.00638593,4.9985471,2.6e-07,0.0006034624401550449,1.0488017896762961e-05,3.4082502102293194e-07,neutral
2023-08-01 08:00:00,28984.360000000004,28985.929999999997,28896.550000000003,29536.32378760949,29281.91372201562,29537.040387622714,buy,28925.76,28985.93,28896.55,28984.36,297.83024541,-275.56914741,0.66534103,0.00675658,4.9985471,2.6e-07,0.0020435323911611857,1.4874247357949584e-05,3.572285454226879e-07,neutral
2023-08-01 09:00:00,28915.69,28986.63,28911.66,29400.63974073753,29157.606888329236,29373.921309245827,buy,28984.69,28986.63,28911.66,28915.69,290.9362603,663.59267075,0.6805578,0.00737162,4.9985471,2.6e-07,-0.0023720197891890487,4.8067656331478883e-05,4.849291201903145e-08,neutral
2023-08-01 10:00:00,28916.17,28935.7,28885.0,29296.909259741755,29071.487419987396,29243.403706894518,buy,28915.24,28935.7,28885.0,28916.17,368.91026942,395.7834769,0.82458472,0.0082023,4.9985471,2.6e-07,1.6599846520933593e-05,1.551522197678741e-05,1.9486864187596806e-07,neutral
2023-08-01 11:00:00,28844.169999999995,28921.54,28842.810000000005,29211.76856154576,29010.458046963737,29134.803462895157,buy,28916.17,28921.54,28842.81,28844.17,275.50937153,-345.93011727,0.72470376,0.00784315,4.9985471,2.6e-07,-0.0024930614082993973,1.6375461465581135e-05,5.023677694228446e-07,neutral
2023-08-01 12:00:00,28857.83,28910.51,28735.0,29138.733495141416,28962.29656208269,29044.941140637995,buy,28845.92,28910.51,28735.0,28857.83,903.94434705,554.8335572,0.83913037,0.00878755,4.9985471,2.6e-07,0.000473467133034809,2.3099035119672202e-05,1.1966551852451754e-07,neutral
2023-08-01 13:00:00,28854.570000000003,28899.999999999996,28841.3,29077.333611904978,28938.19839823328,28962.539540778995,buy,28857.83,28900.0,28841.3,28854.57,530.86873701,-708.70157708,0.77997666,0.00989188,4.9985471,2.6e-07,-0.00011297398837930459,2.8100812668776086e-05,3.478589791898174e-07,neutral
2023-08-01 14:00:00,28810.14,28889.09,28772.120000000003,29039.13745717004,28930.15079616338,28911.5121774745,buy,28854.61,28889.09,28772.12,28810.14,726.22723661,1056.49952824,0.70798462,0.01,4.9985471,2.6e-07,-0.001540977446760713,0.0002440263872719841,6.726954702017823e-09,neutral
2023-08-01 15:00:00,28935.01,28958.429999999997,28552.42,29009.344550638943,28929.223106139896,28873.27246209383,buy,28810.09,28958.43,28552.42,28935.01,1484.20785076,-579.16303282,0.55753871,0.01,4.9985471,2.6e-07,0.004324872119512931,6.208535117864088e-05,7.130119292215812e-07,neutral
2023-08-01 16:00:00,28912.860000000004,29033.15,28843.74,28991.020232689978,28950.42496076107,28839.9755743891,buy,28932.67,29033.15,28843.74,28912.86,958.51102616,1137.20515601,0.83905236,0.01,4.9985471,2.6e-07,-0.0007658017860464155,0.00026138942835758595,4.064502058746289e-09,neutral
2023-08-01 17:00:00,28931.029999999995,28970.200000000004,28905.84,29010.014912765622,28994.613638522773,28851.586427212358,buy,28912.86,28970.2,28905.84,28931.03,434.9741799,-267.10462133,0.62328702,0.00999203,4.9985471,2.6e-07,0.0006282426924477379,2.2733696959630004e-05,8.997041601813277e-07,neutral
2023-08-01 18:00:00,29250.93,29255.379999999997,28931.03,29033.13968991995,29025.260437385365,28883.33539337635,buy,28931.03,29255.38,28931.03,29250.93,1341.1806221,744.30363579,0.76800544,0.00976868,4.9985471,2.6e-07,0.010996646509858854,0.00313453660733502,1.240871776880555e-06,neutral
2023-08-01 19:00:00,29264.0,29314.46,29200.69,29097.642578397543,29107.733750024585,28944.00844095588,sell,29251.66,29314.46,29200.69,29264.0,1388.57588417,-336.6347891,0.79513894,0.00985875,4.9985471,2.6e-07,0.00044672360429575086,1.6509188620295615e-05,1.17638660683077e-06,neutral
2023-08-01 20:00:00,29211.969999999998,29294.8,29161.58,29198.81076223165,29227.02648446433,29038.13619505644,sell,29261.83,29294.8,29161.58,29211.97,782.6582331,781.6363387,0.85874778,0.01,4.9985471,2.6e-07,-0.001779534866389527,5.8047825832990034e-05,5.7926410530979084e-08,neutral
2023-08-01 21:00:00,29227.479999999996,29301.800000000003,29175.83,29282.09791457981,29313.53430504605,29130.546678658127,buy,29213.31,29301.8,29175.83,29227.48,556.77558527,-356.3787121,0.37778704,0.01,4.9985471,2.6e-07,0.0005308058294240221,3.303278095001417e-05,7.848321263019299e-07,neutral
2023-08-01 22:00:00,29240.19,29241.36,29184.2,29335.480614456832,29361.61521591097,29202.347754371764,buy,29227.03,29241.36,29184.2,29240.19,280.15545959,-297.86004436,0.75558143,0.01,4.9985471,2.6e-07,0.00043477019693822545,7.190182916697814e-05,7.66496830005975e-06,neutral
2023-08-01 23:00:00,29697.27,29726.73,29237.309999999998,29356.94922413126,29372.665107446537,29246.668178300264,buy,29241.08,29726.73,29237.31,29697.27,2187.95239862,252.4356484,0.73003275,0.01,4.9985471,2.6e-07,0.015510989583424298,0.058414502466858524,0.00024137412385265465,neutral
2023-08-02 00:00:00,29810.279999999995,29825.000000000004,29670.560000000005,29434.704711907358,29476.491623196674,29306.739496603015,sell,29699.25,29825.0,29670.56,29810.28,1571.54590791,547.90559116,0.6791837,0.01,15.31495995,7.9e-07,0.0037981780751617064,0.0002832580513270736,3.017949940210559e-06,neutral
2023-08-02 01:00:00,29836.199999999997,30033.000000000004,29776.859999999997,29580.190315017255,29640.57080749072,29432.57225820184,sell,29810.28,30033.0,29776.86,29836.2,1341.8574475,-977.46584387,0.64633779,0.01,15.31495995,7.9e-07,0.000869120914816777,8.933043724813402e-05,1.1407022580592427e-07,neutral
2023-08-02 02:00:00,29801.05,29872.5,29780.0,29744.844073869288,29811.712921306265,29588.559223222735,sell,29835.95,29872.5,29780.0,29801.05,917.95768502,480.6594643,0.78237951,0.01,15.31495995,7.9e-07,-0.0011787935919325139,2.604070104681044e-05,2.2369389346133263e-07,neutral
2023-08-02 03:00:00,29615.480000000003,29811.560000000005,29605.0,29860.893862321078,29922.281159351467,29715.304307293893,buy,29800.14,29811.56,29605.0,29615.48,541.1756791,-703.21835896,0.66358925,0.01,15.31495995,7.9e-07,-0.006246430189671562,0.00013792327402369347,9.920174764713781e-07,neutral
