timestamp,open,high,low,close,volume,netflow_total,exchange_whale_ratio,funding_rates,average_dormancy,sa_average_dormancy,log_return,prob_bullish,prob_bearish,marketRegime
2020-01-02,7200.77,7212.5,6924.74,6965.71,31951.483932,-139.59820872,0.35556809,0.00281333,10.4885829,5.8e-07,-0.033199534310396885,1.0,2.248892649221757e-76,buy
2020-01-03,6965.49,7405.0,6871.04,7344.96,68428.500451,490.08454445,0.35620416,0.006149,4.15492019,2.3e-07,0.05301482343029991,0.9923081139663826,0.007120930435272474,buy
2020-01-04,7345.0,7404.0,7272.21,7354.11,29987.974977,348.83931879,0.3593637,0.00582367,7.69903489,4.2e-07,0.0012449768838231309,0.8737180590127593,0.004086995773522041,buy
2020-01-05,7354.19,7495.0,7318.0,7358.75,38331.085604,1599.94435231,0.35949028,0.01,5.29180365,2.9e-07,0.000630740747051131,0.8953235394769992,0.004490912528111341,buy
2020-01-06,7357.64,7795.34,7346.76,7758.0,54635.695316,1275.39901768,0.29731845,0.01,4.45472317,2.5e-07,0.05283448765744147,0.9945693304101403,0.004394155648233597,buy
2020-01-07,7758.9,8207.68,7723.71,8145.28,91171.684661,2077.91258134,0.17380085,0.010838,8.22200314,4.5e-07,0.04871404936371501,0.993439821544055,0.003159451404470696,buy
2020-01-08,8145.92,8455.0,7870.0,8055.98,112622.64264,-965.73910869,0.32479565,0.01,6.90757456,3.8e-07,-0.011023945589959614,0.7558156806330731,0.0029099881781701415,buy
2020-01-09,8054.72,8055.96,7750.0,7817.76,64239.51983,-742.36967122,0.21403876,0.01,7.04273154,3.9e-07,-0.03001660428030768,0.7200587336244628,0.0027975475288404108,buy
2020-01-10,7817.74,8199.0,7672.0,8197.02,82406.777448,-594.85189699,0.21001303,0.01,7.11737695,3.9e-07,0.04737260507373657,0.8825569514559135,0.0031152441055521314,buy
2020-01-11,8198.86,8286.34,8003.16,8020.01,54810.032667,-1385.30777041,0.19287745,0.01261533,3.67957955,2e-07,-0.02183100482452105,0.7034688575129848,0.00328535258646089,buy
2020-01-12,8020.01,8197.0,7960.0,8184.98,38131.494336,-669.07824686,0.39974809,0.01,6.77940048,3.7e-07,0.02036109856547728,0.9348342252240668,0.026626193192011784,buy
2020-01-13,8184.97,8196.0,8055.89,8110.34,31159.755683,-435.50859055,0.5241191,0.01,7.30701385,4e-07,-0.009160976526190662,0.8509907333632838,0.14891197407463852,buy
2020-01-14,8110.34,8880.0,8105.54,8810.01,120399.126742,-781.16657888,0.39043873,0.02843067,17.59040832,9.7e-07,0.08274878422149841,0.9238593502535842,0.07614010385493786,buy
2020-01-15,8814.64,8916.48,8564.0,8821.41,84816.297606,-1512.83301013,0.2751735,0.01316567,8.61883229,4.7e-07,0.001293146166175448,0.2583652837710534,0.0014462535146194237,hold
2020-01-16,8820.01,8859.81,8586.0,8720.01,51991.074284,-85.2773909,0.2519793,0.02755233,13.75734603,7.6e-07,-0.011561336478177777,0.09692992886613692,0.00029772484735999464,hold
2020-01-17,8720.15,9041.65,8672.44,8913.28,70897.737377,-99.5364376,0.2246261,0.02725867,3.79486521,2.1e-07,0.021921914733313886,0.15161264621322024,0.0005015844094015772,hold
